EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
lavrov nägemus;põllumajanduslik tootmine;talv tõenäoliselt;pressikonverents kuulutav;escort uus;rahastamine eesti;erakond rahastamisallikas;riigikogu arutama;järjekindel järelevalve
homme pärastlõuna;toetama opositsioonierakond;veebruar sõiduautosoodustus;justiitsminister jürjo;andmed kontrollima;otsmaa riigikogu;rahastamine eesti;rahvusringhääling raadiouudis;tuvastama nii-öelda
galerii tagasivaateline;erakond vajadus;eesti põhiseadus;amet välispoliitika;nägema vektoriline;kasu erakond;eesti põhiseadus;rahastamisallikas 100;küsimus lahendamine
kunst areng;elu töö;vältima käibemaksupettus;samamoodi liinibuss;maksimaalselt annetus;annetaja reformierakondlane;vastutus erakond;rahastamine eesti;2011 aasta
pressikonverents kuulutav;põllumajandusminister helir-valdor;tuiskama öö;galerii juta;andma lumerik;keelama reformierakond;kampaania rahastamine;erakond rahastamisallikas;kontroll vajalikkus
töö 1950;otsus valitsus;võimaldama nii-öelda;50 protsendiline;vektoriline multipolaarne;riigikogu arutama;annetaja reformierakondlane;annetaja reformierakondlane;riik austama
rahvastikuregister põhjal;kehtima maa;talvine teehooldetöö;lääs heanaaberlik;andma id-kaart;kinnitama majandusminister;valimistegevus summaarselt;välisminister pressikonverents;nii-öelda sooduspilet
seotud mihhail;nõudma lennuõnnetus;näitus eesti;põhiettekandja pühendama;eraldatud jaotus;erakond üksikkandidaat;keelama reformierakond;president lihtsalt;nii-öelda hindama
margitta otsmaa;majanduskriis mõju;lumekoristustöö otsustama;saaja samamoodi;isik annetus;valitsus kinnitama;toetama opositsioonierakond;euro ülevaade;eesmärk saavutama
urmas treier;eesti graafika;varras lubatud;eesti setu;kokkulepe vastav;valimiskulu ülempiir;vähendama erakond;majandusminister juhan;setu küsimus
eesti graafiline;valimine raha;kehtima esimene;ümar küllaltki;vastav küsimus;parteiraha varimajandus;tagatisraha nõue;peaminister andrus;õiguslik vastutus
raadiouudis krister;inspema katsioon;sõna aavo;teistmoodi kangekaelne;kontekst sõnastus;esitatud seadusemuudatus;varjatud rahastamine;valitsus toetama;täna moskva
võimalus täiendav;taastama õiguslik;lugema soodustus;eurosaadik kristiina;meetod erimeelsus;varimajandus osakaal;eesti eurosaadik;opositsioonierakond esitatud;1950 aasta
märkima vahest;õigus andma;aasta viimane;venemaa välisminister;toetama kontroll;režiim sisseseadmine;erakond üksikkandidaat;rahamaht erakond;kõnelus moskva
paar mõte;surve kampaania;vabaduse galerii;rahvusringhääling raadiouudis;olemuslikult kontroll;käibemaksupettus valitsus;valitsus toetama;otsetoetus venemaa;inimene õigus
põllumajandusminister helir-valdor;taotlema teema;tagasivaateline näitus;abstraktne tähelepanelikult;punkt muutus;protsent valitsus;kindlasti valimiskulu;rahastamine 2003;2003 aasta
täna otsus;riigikogu arutama;kerge lumesadu;erimeelsus jätkuma;vanem inimene;kulutama deklareerimine;rahasumma tänavu;töö 1950;erakond antseerimine
kristiina ojuland;meeskond viga;avo keerendilooming;vahest vaatama;ainus võimalus;kontroll rahastamine;valitsus otsustama;põhiseadus autor;inimene näiteks
