keyphrase;score
andma parim enamus;0.8112
tõestama nii-öelda null;0.8034
null alustama esimene;0.7995
võimalus kontsert pakkumine;0.7991
hea programm panema;0.7975
asi tahtma osa;0.7956
programm panema pood;0.7955
andma lava publik;0.7951
kaua hea kontakt;0.794
andma ütlema käsi;0.7931
üldse asi geen;0.7922
no repertuaar ennus;0.7914
raske hea programm;0.7912
jobu moor variant;0.7896
ütlema oskama ütlema;0.7893
optimist armas emissioon;0.7892
publik hetk saavutus;0.7889
noorem rääkima natuke;0.7883
seoses saade tore;0.7881
geen harjutamine no;0.7879
alustama blogdoit akver;0.7878
saavutama lava närv;0.7875
ütlema hingeline arv;0.7873
emotsioon andma lava;0.7872
käima tilt saade;0.7869
suhteliselt praktiline mure;0.7868
paralleelselt Audentes paar;0.7867
hingeline arv oboe;0.7864
meeldima loodus meeldima;0.7852
kontsert pakkumine kindlasti;0.7852
käima ergutama andma;0.7851
mängima mõtlema andma;0.7847
emotsioon emotsioon andma;0.7844
repertuaar ennus barokk;0.7843
ausalt ütlema lootma;0.7842
avan pilt tegelikult;0.7842
konkurents vanus puuduma;0.7841
pakkumine kindlasti asi;0.784
alustama optimist armas;0.7839
hingel sport noorem;0.7837
ütlema oskama eesti;0.7834
blokak suvi teadma;0.7832
ilmselt tall hingel;0.7831
tähendama saade formaat;0.7829
harjutama raske saavutama;0.7828
saavutus tähendama pingutus;0.7826
raske saavutama lava;0.7819
nimi ingelt tegelikult;0.7818
võtma suhteliselt blokak;0.7818
ütlema lootma hästi;0.7816
paistma närvis ausalt;0.7812
juhtuma tahtma tahtma;0.7805
no hea hästi;0.7799
küsima esimene asi;0.7797
konservatiivsem aeg võistlus;0.7796
kontakt jääma vähem;0.7794
istuma telekas Erki;0.7793
soovitus võib-olla muusikakeskkool;0.7793
pood tahtma proovima;0.779
panema pood onju;0.7789
tunne emotsioon emotsioon;0.7789
edu saade esimene;0.7784
mees arvama aeg;0.7781
aeg natukene aeg;0.778
vanem kindlasti trenn;0.7779
töötama prožektor paistma;0.7779
