EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;pood;arvuti;rehealune;;vanavanaisa;vanaisa;kuidasmoodi;üht-teist
mitema;märkmepaber;tähtis;eksimatult;tool;kaasa;tarkus;rääkima;kuskilt
märkimisväärne;tundma;eriline;aeglaselt;Is;ajendama;vanavanem;võtma;töötaja
angedrialedel;maa;sündmus;sedalaadi;loss;tuttav;tänane;sõna;kujundama
õnnetus;ümbritsema;õpetaja;kahekesi;pull;tervik;asjatundlik;lõpuks;uuesti
päevik;soovima;üliõpilane;keedetud;ein;kohtuma;tänama;ütlema;jõud
võimalik;ostma;õpetama;haridusministeerium;produkt;ala;julgustama;suurepäraselt;vahe
kapiitlisaal;palve;juhtuma;jaanipäev;noorem;meeldima;kiitma;paremini;toiming
tähelepanelikkus;muusika;tööpäev;veemuusika;subjekt;minek;õpetaja;näiteks;hästi
päikseloojang;päikseloojang;päike;piibutudu;logisev;taevaisa;täna;suurepärane;lihtsalt
