EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Mc traphia George;tervis viletsavõitu tahtma;nägema naine moodi;ajakirjanik ilmselt sokutama;punkt A punkt;Laulasmaa laul siduma;värv emadejaan laul;rääkima eesti mees;vana-vana mässamine ütlema
traphia George Benton;nii-öelda tervis tugevdama;inimene näiteks Austraalia;vana-vana mässamine ütlema;autogramm plaat kodu;laul söötma Kaarel;värv ema laul;ütlema eesti mees;ujumine jalgrattasõit jooks
tšikk pacem part;laulma hästi suur;tunduma kohalik eestlane;mees aitama tegemine;täna Uno loop;sadam nimetama kord;kulm värvima tänapäev;parem eesti mees;tunduma hästi-hästi maitsekalt
no George Benson;briljant peigmees ütlema;nägema võib-olla hilisem;looma nii-öelda järelkasvuklubi;punkt B liikumine;kummuli õhtu jälle;pupe vaatama sile;eesti mees tahtma;tugev meeldima mees
Jack Mc traphia;näiteks rõõm kuulma;ütlema muusika jõudma;Uno keskkool ilmselt;Uno loop Uno;kukal sile käima;värv ema ladu;mees eesti naine;eesti naine nii-öelda
õpitus õpetama stiil;linn sõitma no;aasta lõpupoole noor;trükkima ajakirjanik ilmselt;sõitma punkt A;nimi Laulasmaa laul;värvima tänapäev lihtne;näiteks vaja laulma;eklektiline tunduma hästi-hästi
sõna Ööveeger värv;liikuma istuma auto;ütlema eesti mees;tegelikult mängima džässmuusika;A punkt B;kuu nii-öelda nägu;vaatama no igavene;eesti mees panema;soovima vaatama soovima
sving mängima jäts;suur mõtlema raatsima;näiteks vaja laulma;kõrge miljonilinn tegelikult;esindaja astuma astuma;emadejaan laul G-korpus;Ööveeger värv nägema;eesti mees õrnem;Ahaa tegelikult igasugu
grand old Uno;hiljuti sündima pojatütar;kuldama värv nägema;süüdistama austraallane liigne;aeg Uno Loop;vaatama ansambel Laine;ilus tänapäev hajuma;imema ütlema eesti;Eesti 80 -te
nägema kontees autogramm;mets ümberringi no;rääkima austraalia mulje;tegelikult abielluma tormiline;kontees autogramm plaat;äi august sirke;Mustamäe päev roosakas;kurtmine eesti mees;tõsi eesti mees
