EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,8,8,8,5,3,2,9,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
4,8,8,8,5,3,2,9,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
4,8,8,8,5,3,2,9,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
4,8,8,8,5,3,2,9,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
4,8,8,8,5,3,2,9,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
4,8,8,8,5,4,2,10,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
3,8,9,8,5,4,2,10,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
2,8,8,10,5,4,3,11,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
2,8,10,7,4,4,3,12,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
5,8,9,8,4,4,3,11,7,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
6,8,10,9,3,4,3,10,6,14,vanglakaristus; pedofiilia; kommentaar; port; pakkuja; seadusalgatus; internetiteenus; kodanik; jälitamisreegel; isikuvabadus; poliitik; lasteporno; kristjan; tehnoloogia
