keyphrase;score
;1.0
manner;0.8454
meeter;0.829
tagamine;0.8233
andma;0.8185
maksimum;0.8152
probleem;0.8135
kell;0.812
investeering;0.8106
pitser;0.8104
eelnevalt;0.8098
seoses;0.8096
asi;0.8073
auto;0.8065
sadama;0.8059
korraldatav;0.8053
komme;0.8049
-st;0.8032
inimene;0.803
arv;0.8027
metall;0.8027
buss;0.8024
mets;0.8012
graafik;0.801
mahutavus;0.7996
uskuma;0.7985
aus;0.7984
seisma;0.7982
hostel;0.797
uus;0.7966
kaks;0.796
hind;0.7952
kindlalt;0.7949
parim;0.7946
tellimus;0.7944
suve;0.7943
koordineeritus;0.7937
seitse;0.7933
hirm;0.7931
soe;0.7929
miljard;0.7926
standardne;0.7923
nii-öelda;0.7922
mure;0.7921
tapma;0.7915
suund;0.7912
no;0.7911
aeg;0.7909
vaja;0.7908
ilm;0.7899
sündmus;0.7897
pill;0.7889
hulk;0.7889
panema;0.7879
regula;0.7878
saabuma;0.7867
investeerima;0.7865
protsess;0.7864
Eve;0.786
käit;0.7859
esitama;0.7858
veos;0.7858
standardelu;0.7852
tund;0.785
tegevdirektor;0.7843
hetk;0.7842
suurim;0.7838
sujuvam;0.7837
Elering;0.7837
kuulma;0.7836
maha;0.7833
ametlikult;0.7828
krahv;0.7825
inflatsioon;0.7817
laul;0.7814
ajal;0.7814
tants;0.7812
äike;0.7808
hoovihm;0.7804
saar;0.7801
kvalitatiivne;0.7797
meri;0.7797
jurapee;0.7795
eraldi;0.7794
rahandusministeerium;0.7794
vabatahtlik;0.7792
hea;0.7791
betoon;0.7787
ehitama;0.7786
euro;0.7784
neli;0.7783
tugevam;0.7783
euroopaline;0.7777
aasta;0.7776
tihedalt;0.7775
tatsama;0.7772
kauge;0.7769
sadu;0.7768
osaühing;0.7767
kergem;0.7767
juurapidu;0.7764
kilomeeter;0.7763
higi;0.776
hinnang;0.7759
Ago;0.7753
leping;0.7751
kultuur;0.7751
kartus;0.775
ulatus;0.7749
ühisraha;0.7748
minut;0.7741
plaan;0.7721
poolteist;0.7712
natuke;0.7711
pank;0.7711
üheksa;0.7706
rannik;0.7704
ilusti;0.77
festival;0.7694
sööma;0.7694
oluline;0.7692
linn;0.7691
kena;0.7687
eestipoolne;0.7685
parvlaev;0.7683
konkurents;0.7683
pikem;0.7677
kunstiline;0.7673
toimunud;0.7672
lubama;0.7671
kutsuma;0.7671
laululava;0.7665
osapool;0.7657
Muld;0.7654
34;0.7651
küla;0.765
jaanuar;0.7647
olümpia;0.7644
tarbija;0.7637
linnaplats;0.7636
hindama;0.7634
tähelepanu;0.7633
natukene;0.7629
tuul;0.7628
Komisjon;0.7619
Ants;0.7619
400;0.7618
lõppenud;0.7618
pakkuma;0.7617
Bauer;0.7615
algus;0.7609
liitumine;0.7606
Urmas;0.759
puhuma;0.7588
1964;0.7585
elektrivõrk;0.7569
Janek;0.7568
Tanel;0.7566
tõenäosus;0.756
Jaa;0.7553
5000;0.755
joropii;0.755
Salme;0.7547
50;0.7547
tehniline;0.7546
juhataja;0.7544
Euroopa;0.7542
maakond;0.7534
koolimaja;0.7531
turg;0.753
Margus;0.7522
Ross;0.7516
RMK;0.7514
Muhumaa;0.7513
rahvakultuurifestiva;0.7512
Eestimaa;0.7508
valdkond;0.7505
Itaalia;0.7504
Piret;0.7503
kihama;0.7503
12;0.7498
Liin;0.7487
Järva;0.7471
Hiiumaa;0.747
Tõnu;0.7466
Paber;0.7465
Regula;0.7462
Treiel;0.7457
Marika;0.7445
Tartu;0.7443
september;0.7428
Polsanos;0.742
Johanson;0.7364
juulikuu;0.7361
folkloorifestival;0.7358
Saaremaa;0.7338
Ida-Virumaa;0.7287
Juho;0.728
Kuivastu-Virtsu;0.7232
Gaškov;0.7143
