EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Arnold Friedrich;ajaloolastele Et;ilukirjanduses ajalookirjanduses;meenuta tavaSüreaalse;uus realism;maailmasõjast kirjutanud;esimese maailmasõjalugudes;maailmasõjateemalisest kirjandusest;revolutsioon võidelda
Edward Thomas;keeles Nimelt;Peeter Helme;Prantsusmaale viivad;kaose element;rääkima ajaloo;sõjamälestusi autoreid;Et sõjakirjandusest;sõjakirjanduse tõusude-languste
Ferdinand linn;On sõjamälestusi;Muidugi Erich;Sellest näidendist;realism uus;ajaloolastele Et;ajalookirjanduses Esimesest;Esimesest maailmasõjast;võib-olla sakslased
See it's;Jaroslav Hašeki;romaani prantsuse;Verised riidelihatükid;shell shop;vaatame autoreid;kuulsa sõjaromaaniga;sõjaromaanide sarja;maailmasõjateemalisest kirjandusest
nimelt remark;Ja erilist;kirjanduslikku taset;eras tormides;element Et;võtsid eestlased;sõjakogemus toob;ajalookirjanduses Esimesest;inimesed võib-olla
õnne antikvariaadist;Pärast sõda;Ferdinandi üheksas;maailmasõjast kirjutanud;noorem vend;räägime teostest;Ludwig rennisõda;maailmasõjast Enne;sõjategevusest nii-öelda
Siiri päevik;muutused Kirjandus;kolmandas saates;Baker teosest;See it's;lahinguna toimus;sajandi Euroopat;sõjamälestusi autoreid;kultuuriellu kirjandusse
külas 1900;maailmasõjas Nii;sajanditeks tegelikult;Et tekib;keeles shell;Euroopat ajaloo;olu sõda;maailmasõjast tugeva;Aga räägime
keeles shell;film Minu;Hispaania kodusõjas;film Minu;muutunud punkt;olulisem sündmus;jünger maailmakirjanduse;Kirjandusmuuseumi sarjas;ongi raamatu
sõprusringkonnas veterane;esimese maailmasõjatehnilistel;Jaroslav Hašeki;Marta sillaots;arvan kasutada;osa esimesest;sõja lõpuni;maailmasõjalugudes 1900;1996 aastal
Thomas jäänud;Kirjandus muutub;maailmasõda 20;sõjaromaanide sarja;argised detailid;päevik 1914;kirjutatud varem;maailmakirjanduse suurkuju;nimelt kirjandusest
Renniraamatu film;maalehesse Oli;huvitavam sõda;See romaan;kasutada sõna;aastani 1939;murdmist ajaloolastele;päevik 1914;seitsmeteistkümnendal aastal
küsimusele muutus;mäletan sedapidi;olulisem sündmus;kümnendi ilmus;On autor;esimesest ristisõjast;sõjakirjanduse tõusude-languste;Ferdinandi üheksas;raamatust räägin
kirjanduslikku eelsoodumus;lennuste maandumisest;Friedrich hiit;Aga sõja;torseless muutub;teemalise mälestuskirjanduse;raamatust räägin;Ühesõnaga sõda;nägin neli
lõbusus kaob;biograafiat Teine;linateoseid esimesest;Itaalia futuristlikeks;metsale nulu;Ferdinandi kolmandas;tõsiasi Atlandi;raamatu peategelasena;vangid jooksis
kaose element;osalenute hilisemate;natuke Hannoveri;meelde lande;muutustest ongi;romaanist reis;pealkirjas aeg;sõja Sissejuhatuses;kindlasti oluline
