EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
BBC History Channel;Ja teatud aja;Eesti Televisioonis dokumentaalfilmi;Discovery BBC History;natukene projekte valides;taas filmihuvilistele sügishooaega;taas filmihuvilistele sügishooaega;Eesti maailma dokumentaalfilmidest;paljud Eesti filmitegijad
Vinter peri Diouendi;Tere taas filmihuvilistele;Tere taas filmihuvilistele;vihased mehed Jaak;aeg feidokumentaarsele commentary;Tere taas filmihuvilistele;filmid Ameerika mandrilt;filmihuvilistele sügishooaega huvitavam;Ja no lihtsalt
keskmised eelarved mõttes;aasta filmid Kui;paljud Eesti filmitegijad;idee originaalsus teisesed;räägime võib-olla dokument;mõtled aeg filmidele;arenenud filmitööstusmaades televisiooni;Sõprus tegevus väärtfilmidega;dokumentaalfilmimaailmas lihtsalt nii-öelda
ütleme filmiliikidega animafilm;asju distantsilt Ja;lihtsalt tuua dokumentaalfilmi;plokid Ken Rain;eraldi feik dokumente;kinno meelelahutus elamus;paljudele filmi maha;dokumentaalfilmis paremini kodus;600000 paari aasta
aken programmis nädal;vihased mehed Jaak;ootasin huviga filmiväliselt;issand jumal Aga;natukene objekt nõukogude;tekkis kinolevis uus;huvi pakub kino;Tere taas filmihuvilistele;näitasime Eesti Televisioonis
ameeriklase ülisuur ülisuur;pakub kino Sõprus;kolmas hooaeg näidatakse;ideedele uutele võimalustele;annab võimaluse dikteerida;filmifoorumile tundub tavaline;silma kinolinal Ameerikas;9000 vaatate dokumentaalfilmide;teemade dokumentaalfilmid Eesti-kesksed
teemad puuduta ütleme;riigijuht kirjutab raamatuid;alguse tegelikult prantsuse;faktidel põhinevatest asjadest;tekib harva ütleme;elab filmitavaga lihtsalt;dokumentaalfilmi suurel ekraanil;näitame Kinos Sõprus;eelarved kolm neli
Soome mobiilteenust Company;mõnus huligaanide punt;tänapäev huvita filme;huvitav tendents näiteks;harv tekib tekib;filmi näitame Kinos;pakuvad filmielamusi aeg;dokumentaalfilmist 36 kinokoopiat;näiteks ütleme Skandinaavia
jaanuaris Urmas Eero;tasavaks asja Vilniuses;Marssey dokumentaalfilmide festivalile;BBC History Channel;kuule anna andeks;toimunudki näitas ekraanil;tegelikult vaatad filmitegemisprotsessi;kuule Tema dokumentaalfilmi;tegelikult äärmiselt tendentslikult
tahame Imparaaviisumit Me;võtmes jälle dokumentaalfilmiga;David Jantsi Eesti;sündmus No seoses;anna andeks ütlen;kinoheite Väga huvitav;suurim olulisem filmifestivalil;toomiseks Eesti ekraanidele;käsitlevad võib-olla maailmasõda
Bergenis Põhjamaade projektid;foorumil Baltimaade filmiturg;kusagile skandinaavia rahastussüsteemid;vajadus Võib-olla tähendab;nii-öelda aken programmis;silma kinolinal Ameerikas;võrreldes ütleme filmiliikidega;PÖFFil filmi vaadates;Ja eelarve 100000
filmi Imparaadiisum Ma;ütleme tunnustuse dokumentaalfilmitegijate;sügishooaega huvitavam toimub;huligaanide punt moon;asi slot slotiks;suurt filmid Ameerika;väikse filmi tootmismaa;tegelikult filmitegijatega 10;nii-öelda autorifilmid tegelikult
