EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;käitumine;euro;üleüldse;;Eesti;Euroopa;trahvimäär;riik
föderaalne;Facebook;trapp;tegelikult;number;majandusliit;Brüssel;Eesti-suurus;võib-olla
põllumajandussaadus;suurus;börs;lõunasöök;andmed;Euroopa;majandusliit;trahviraha;võimaldama
R2-e22;aasta;Euroopa;lõppema;algoritm;Eesti-suurus;euro;näiteks;töötaja
võimalik;kaubandusamet;probleem;meeldima;dollar;euro;Eesti;kahjutasu;USA
käitumine;meede;tükk;keskmine;regulaarsem;Liit;kaubandusamet;Liit;antud
määramine;vähenemine;süüdistus;rohkesti;probleem;trahvimäär;kasumiaruanne;karistamine;Eesti-suurus
väljamõõtmine;süüdistus;vangimaja;vahend;seoses;trahviraha;Liit;majandusliit;suurus
tõusma;mõjuma;trahvimäär;karistamatult;unustama;riik;komisjon;karistamatult;tulemus
föderaalselt;vahend;raske;käitumine;võimalik;kaubandusamet;maksma;lõpuks;45
küsimus;lisa;trahv;ümberöeldu;näiteks;Brüssel;ettevõtja;ettevõtja;mõju
üleüldse;paber;võrdluspunkt;trahvimäär;ressurss;ühinema;ettevõtlus;juhtum;võimalik
