EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;regulatsioonid;internetile;tähendab;;internetile;internetikasutajatest;tehnoloogiaettevõtete;IT-ettevõtete
väikeettevõtete;Facebook;Interneti;Ülemaailmse;saadaval;veebi;internetile;tehnoloogiaid;külvamiseks
ülekaalu;Google'i;internetis;turupositsiooni;masside;internetikasutajatest;internetis;veebiteenuse;USA
IT-ettevõtete;vähendamise;IT-teenuste;miljonite;inform;internetis;veebiteenuse;IT-ettevõtete;sõjalised
ebasõbralikkus;infokeskkonna;tehnoloogia;IT-toodete;tähendab;Interneti;tehnoloogiaettevõtete;IT-toodete;kasutada
Microsofti;internetis;IT-toodete;rahupreemiat;ideid;tehnoloogiaid;Interneti;innovatsiooniplatvormiks;aja
valikuvõimalus;protsenti;häda;rikaste;seoses;innovatsiooniplatvormiks;tehnoloogia;suhtlusplatvormid;muutuvad
Riigialamate;muutuvad;IT-ettevõtete;beebikeskkonna;investorite;veebiteenuse;innovatsiooniplatvormiks;infokeskkonna;See
Apple'ist;ettevõted;maailma;suurinvestorite;heldes;tehnoloogia;infokeskkonna;internetikasutajatest;erinevate
tehnoloogiaettevõtete;Interneti;veebiteenuse;Hiigelsuureks;usu;infokeskkonna;veebi;veebi;ettevõtte
