EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
colombia princhers;väiksem haigla;võimalus europarlament;reede seitsmeteistkümnes;summa programm;haigekassa nõukogupoolne;haigekassa nõukogupoolne;rääkima haigekassa;andma ülevaade
abhaasia lõuna;venemaa suurendama;õhtu tõenäoliselt;suurim haigla;reaalselt edenema;hinnakiri haigekassa;nõukogu lükkama;riigipea sõna;rahandusministeerium võib-olla
lõpp dekaat;euro imerohi;tugevus võimalus;usa filmitööstus;register suhtlema;leppima sotsiaalminister;november ministeerium;haigekassa hinnakiri;lääne-tallinn keskhaigla
nädal india;haigla probleem;samamoodi kuus;keskenduma skandinaavia;nädal register;muudatus haigla;hinnakiri muutmine;uudistetoimetus kokkuvõte;jätkama 25
riik baden-württembergi;taunima mai;kuu uudistetoimetus;toimuma muinsuskaitsekonverents;valimine programm;suurendama ravijuht;rahandusministeerium võib-olla;kokkuvõte reede;puhastaja jätkama
animafilm atmosfäär;tegelema suur;nädal registreerima;nato sõjaväeppus;andma patsient;jõudma kokkulepe;sotsiaalminister haigekassa;rääkima 10;probleem tegelikult
eesti usaldusväärsus;jääma liivakast;üksus suurenemine;muinsuskaitsekonverents avatud;olevam kuju;eelarve muudatus;nõukogu esimees;pressiesindaja sõna;rääkima ajalooline
vähem lärm;läänemeri strateegia;küsimus juuli;parim majanduspoliitika;konkreetne summa;esimees pevkur;haigekassa hinnakiri;haigekassa nõukogupoolne;puudutama ettevõtlus
operatsioon õde;võimalus europarlament;võib-olla sotsiaalministeerium;kuues regilaul;andma ülevaade;otsus muutma;avaldus esindaja;mai heakorrastustalg;võib-olla selge
haigekassa nõukogupoolne;edenema läänemeri;vahend tunduma;žanr tegelikult;esitama vastav;arutama raviteenus;kokkulepe eelarve;jätkama välisuudis;maa-amet viimane
võim asi;ühinemine tähendama;kokkuvõte reede;neli protsent;herald link;aeg võtma;õige otsus;mälberg haigekassa;tunduma võib-olla
euroopa asi;horrari kummardama;aprill mall;film jõledam;alasti olevam;pensionisambas 2010;esitamine tähtaeg;rääkima rahandusministeerium;keskhaigla lääne-tallinn
õppus jaapan;mainima sotsiaalminister;uus sõna;rahandusministeerium jõudma;aspekt võib-olla;planeerima haige;muudatus haigla;esimees hanno;puudutama radioloogia
tõstaja palgakomponent;õhujõud korraldus;ostmine haigla;süda muretsema;summa küsimus;kiidetud eelnõu;haigekassa rahastamine;ülevaade eesti;vähendamine tekitama
uus horrari;haigla jätma;jalg tõusma;eesti väärtpaber;võim asi;valitsemiskulutus vähendamine;muudatus vaja;olukord programm;sõna riik
dmitri medvedjev;eurosaadik missioon;valimisloosung õige;ütlema eurotsoon;näiteks warner;lisa tänavu;keskhaigla rääkima;maks uus;nähtust-kuuldus lausa
pevkur nägema;kultuur absesseerumine;valima film;sotsiaalministeerium haigla;näiteks inimene;jätkama maks;ööpäev haigekassa;vaatama 21;kaheksa 13
abipaket foorum;võib-olla sotsiaalministeerium;soe homme;liit europarlament;keskne register;maks ajutine;valitsemiskulutus vähendamine;keskregister täna;võib-olla hino
uudistetoimetus kokkuvõte;valimisprogramm põhimõte;lennuk koguma;veiko tali;programm elluviimiskulu;hinnakiri muutmine;liige valima;seitsmeteistkümnes aprill;eelarve 19
ülikool kliinikum;usa filmitööstus;kasvatama majandustõus;samamoodi kuus;olukord programm;saadikurühm küllalt;valimisprogramm põhimõte;päev miljon;inimene riik
kool õpilane;protsent õigus;kuulmine ;sõitma vene-gruusia;kujutatav inimene;ministeerium hinnang;18 mai;ida-tallinn keskhaigla;kirjutama aasta
