keyphrase;score
;1.0
number;0.8716
slot;0.8402
pioneer;0.8381
commentary;0.8349
head;0.8348
valides;0.8318
isend;0.8302
reaalset;0.8276
roll;0.8261
objekt;0.8246
lastest;0.824
andke;0.8233
voor;0.8174
vale;0.8174
telesaated;0.8153
dokumente;0.8131
kell;0.812
president;0.8106
moon;0.8098
anna;0.8096
N;0.8074
Need;0.8057
punt;0.8049
headoc;0.804
buss;0.8024
taas;0.8022
stele;0.8021
fil;0.8019
andekas;0.8017
Näiteks;0.8004
trend;0.7997
mehed;0.7988
automaatselt;0.7982
tooli;0.7981
suhteliselt;0.7973
Et;0.797
workshop;0.7967
uus;0.7966
ütlen;0.7964
See;0.7962
ausad;0.7954
kindlalt;0.7949
toetab;0.7947
tendents;0.7945
hetkel;0.7938
tea;0.7935
paneb;0.793
minimaalne;0.7924
neoon;0.7923
aeg;0.7909
toores;0.7908
sündmus;0.7897
dok;0.7896
rajama;0.7896
inimlood;0.7892
dogma;0.789
algavad;0.7885
vahe;0.7881
ettevalmistamiseks;0.7876
anda;0.7869
eesti;0.7864
seansil;0.786
harv;0.786
vene;0.7851
suurim;0.7838
Ausalt;0.7834
nutva;0.7832
pitsingult;0.7819
uusi;0.7816
oleneb;0.7811
kunst;0.7803
selgitaksite;0.7802
territoriaalselt;0.7802
ASA;0.7794
hobusest;0.7792
asjaga;0.779
sattunud;0.7787
ajalugu;0.7784
neli;0.7783
pannud;0.7783
kolmas;0.7779
campuse;0.7778
mull;0.7776
generatsioon;0.7776
aktiivne;0.7775
eurot;0.7775
sammu;0.7773
ainese;0.7773
aknasse;0.777
tunnus;0.7765
buda;0.7765
lisada;0.7762
situatsioonid;0.7759
islavald;0.7759
No;0.7752
History;0.7748
Ehk;0.7739
millimeetrisele;0.7733
kirjutatud;0.773
Nad;0.7725
olukorras;0.7723
Baltics'i;0.7719
turul;0.7718
natuke;0.7711
Imparaaviisumit;0.7711
Mark;0.7707
Company;0.7705
Teil;0.7705
rekonstrueeritud;0.7697
riigist;0.7696
sööd;0.7695
huvipakkuv;0.7687
film;0.7682
toimunud;0.7672
Seda;0.7668
saalist;0.7667
tahaksin;0.766
100000;0.7659
Islandile;0.7651
30;0.7647
žanr;0.764
teatri;0.7635
tänapäeval;0.7634
Lott;0.7631
ekspert;0.7627
Aafrika;0.7627
Maria;0.7627
ETV;0.7625
Science;0.7617
naljakas;0.7612
dokumentaalfilmid;0.761
professionaalse;0.7608
Kui;0.7599
2;0.7596
Meie;0.7596
9000;0.7595
Türkmenistanist;0.7594
Bergenist;0.7594
Ma;0.7594
suhestatus;0.7585
Me;0.7583
Vinter;0.7583
Rain;0.7582
PÖFFil;0.7581
pommistena;0.7578
2000;0.7576
52-st;0.7576
Discovery;0.7571
müüa;0.7569
Sa;0.7566
pina;0.7566
piirid;0.7561
Mulle;0.755
Rida;0.7541
Salon;0.753
turg;0.753
klassikalised;0.7524
Jaan;0.7511
festivali;0.751
ringkondades;0.751
Ameerika;0.7507
Diouendi;0.7504
tuua;0.7497
Estonia;0.7497
Peep;0.7495
Norra;0.7494
Taimale;0.7491
Bakalina;0.7491
Leipzigis;0.7486
tšehhi;0.7486
maja;0.7484
Kristiina;0.7465
Channel;0.7462
Poola;0.746
Vilniuses;0.746
aastaselt;0.7458
BBC;0.7454
Jah;0.7453
Mongoolias;0.7452
Peterburi;0.7452
Islandi;0.7451
Eestis;0.7438
Tühi;0.7438
Marianna;0.742
Valgevene;0.7419
Sulev;0.7405
Liivi;0.7403
Hango;0.7403
Mida;0.7402
Just;0.7393
Tucci;0.7372
Soosaare;0.7359
Ken;0.7358
Juštšenkot;0.7357
300000;0.7325
Marie;0.7317
Televisioonis;0.7306
Fiction;0.7305
Marssey;0.719
