EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
tean Freddie Mercury;sissejuhatuseks muusika kuulamine;võistlusi traditsiooniks kuulad;15 -te kohtade;Kataloonia ooperidiiva monster;Enne Andres lemmiklaulu;Eesti kümnevõistleja isiklik;Andres kuulate uunikumi;mäletatakse hästi 
aru Freddie Mercury;Nii sündiski linti;Mina Andres kuulate;käib Enamus muusikas;ütleme võistlused esinemine;Mina Andres kuulate;raja Eesti kümnevõistleja;Mina Andres kuulate;1982 aastal Leningradis
Barcelonal Ajal Mercury;Fredi Mercury vägagi;muusikamaitse erinev oleneb;esines Barcelona olümpial;vaja alade ala;Andres raja Eesti;Andres raja Eesti;Enne Andres lemmiklaulu;ääreni stiilis eriti
AIDSi surnud Queeni;spetsiaalne laul Nii;meeldib klassikat kuulata;meeldib klassikat kuulata;kirjutada mängudeks spetsiaalne;Eesti kümnevõistleja isiklik;Andres lemmiklaulu pakub;Andres lemmiklaulu pakub;pisike Aippuvad aeg-ajalt
Freddie Mercury esines;võistlusi traditsiooniks kuulad;muusika kuulamine moodi;hästi aia rahulikuks;tulemused muutu meeldib;Leningradis sündinud Andres;kümnevõistleja isiklik rekord;Andres raja Eesti;meenutatakse 15 -te
Freddie Mercury salvestas;Enne Andres lemmiklaulu;mängudeks spetsiaalne laul;viimaseks Kui Barcelona;mängudeks spetsiaalne laul;Andres lemmiklaulu pakub;Leningradis sündinud Andres;Eesti kümnevõistleja isiklik;pop hiphop meeldib
tõusis laul Inglismaa;lauljale viimaseks Kui;traditsiooniks kuulad sorti;kuulata klassikaraadio mängib;esinemist laulmist avatseremooniat;kohtade Enne Andres;Enne Andres lemmiklaulu;raja Eesti kümnevõistleja;15 -te kohtade
Fredi Mercury vägagi;Freddie Mercury salvestas;Leningradis sündinud Andres;Ma mäleta vaatasin;esinemine siiamaani seostub;Andres kuulate uunikumi;klassikat kuulata klassikaraadio;10 leppinud raja;-te kohtade Enne
Barcelona olümpial laulis;Mina Andres kuulate;tujust võistlusi traditsiooniks;Enamus muusikas kuulan;alfa hullu juhtu;maailmameistrivõistlustel Seni tiitlivõistlustel;Mina Andres kuulate;sündinud Andres raja;aeg-ajalt valitud kuulan
oska ütelda Ma;plaat jäigi AIDSi;hiphop meeldib klassikat;esinemine siiamaani seostub;tellimuse kirjutada mängudeks;lauljale viimaseks Kui;esines Barcelona olümpial;muutu meeldib kuulata;Aippuvad aeg-ajalt valitud
surnud Olümpiamängude live;meenub olümpiamängudega esinemisest;pidevalt muusikamaitse erinev;klassikaraadio mängib autos;kuulata Mulle isiklikult;raja Eesti kümnevõistleja;käib Enamus muusikas;kümnevõistleja isiklik rekord;soovi meenutatakse 15
vahendusel Fredi Mercury;Mercury salvestas albumi;Enne Andres lemmiklaulu;meeldis väiksena kuulata;esitama Video vahendusel;sündinud Andres raja;kuulata klassikaraadio mängib;lemmiklaulu pakub räägib;väiksena kuulata 87
