EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
jevgeni sissov;tunduma kostervastan;lugeja tõlkija;trükitud hiigeltiraaž;kompleks muutus;lugeja romaan;lugema raamat;vikerraadio lugemissoovitus;huvitav elu
ajalehekiosk ohumärk;postsovetlik riik;loema hetk;seis viibima;aus parem;sisekosmos romaan;ootama lugeja;lugemissoovitus jupp;luulekogu moskva
rääkima väiksus;tõlge reaalsus;raamat peategelane;aasta tõlkima;aeg kontekst;lugemine soovitama;sissov romaan;romaan tõlge;moskva eriti
tänapäev punane;tundma haavatav;romaan tõlge;pitsiigen luulekogu;viibima aus;romaan tõlge;muutus romaan;punane raamat;vikerraadio lugemissoovitus
läbilugemine jagabetsiigin;romaan tõlge;hetk reisima;moskva eriti;kompleks tunduma;raamat ootama;raamat tegelane;chissov romaan;nii-öelda keskpärane
dekameroon katk;jagabetsiigin julgema;moskva kirjandusringkond;eriti lugema;tund hull;lugema selge;vikerraadio lugemissoovitus;parem raamat;kirjutama ilmuma
egoistlik elujaatav;egoistlik elujaatav;reisima keskkond;kaasaeg vene;reaalsus lugu;kõnetama lugeja;parem raamat;raamat peategelane;osa vähendama
võõras maa;kohalik moskva;punane raamat;antud hiiglaslik;hea kodu;läbilugemine jagabetsiigin;romaan tõlge;luulekogu läbilugemine;asendustegevus tundma
hetk dekameroon;raamat inimene;luuletaja inimlik;tekitama veidi;tekitama veidi;reaalsus raamat;kõnetama lugeja;läbilugemine jagabetsiigin;kaasaeg vene
reisima pedžiigin;raamat ilmuma;seis viibima;hingeline pide;seisma jevgeni;keskpärane autor;keskpärane autor;eriti lugema;monograafia petsiik
