EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;poliitika;raadiokuulaja;seitsmeteistkümnes;;nädalasaade;stereofooniline;tervitustelegramm;riik
lisaabinõue;nõukogu;stereofooniline;Marika;number;Tallinn;kolmapäev;Lähis-Ida;jätkama
funces;laboratoorium;üliõpilasfoorumine;vanemarst;;stereoraadio;kalender;nädalalõpukultuurika;eesti
põhisuund;kandma;nädalalõpukultuurika;miljon;signaal;külastama;kuulama;komsomoliaktiiv;neljapäev
maaomalitsusorgan;südame-veresoonkonnahete;perekonnapäev;surve;vast;tervitustelegramm;Tallinn;seitsmeteistkümnes;Lenin
ümberhindamine;kõrgeklassiline;signaal;Norra;andmed;ekraan;nädalalõpukultuurika;millegipärast;teaduslik-praktiline
absinents;;meetod;klubi;partner;kuulama;öösel;Inglismaa;sõnum
kunstisalong;piisavalt;vestlus;elama;moment;sekund;lühiintervjuu;Maanortettal;memoriaalmuuseum
nõupidamine;väljendama;;võimalikult;res;hommikune;televisioon;Jugoslaavia;seitsmeteistkümnes
nädalasaade;Sverdlovski;riskifaktor;märtsikuu;meetod;intervjuu;kunstipäev;Wabariik;kujutama
pommimänguvorm;kammeransambel;klassika;2;stress;kalender;uudisteagentuur;keskkontserdisaal;projekt
interpreteerin;aasta;pealkiri;vodka;portree;Song;kinokohtumine;artikkel;märtsikuu
käimasolev;pääsusilm;ekraan;loobumine;tipp;festival;tihe;Föderatsioon;kommenteerima
Üleliiduline;komsomoliaktiiv;tervitustelegramm;Nevski;in;standardtants;pöörama;Moskvadk;tuntud
suulihaps;sünniaastapäev;õppeveerand;pooldaja;pars;klubihoone;Poolesajatöö;Hiina;Iisrael
asjatundlikkus;ülikooliveresoonkakirurgia;C-klassipaar;aastapäev;andmine;öösel;tuul;jaanuarikuu;omavalitsuslik
teaduslik-praktiline;Psusinska;delegatsioon;kallas;valve;jätkama;tulevik;ülikooliveresoonkakirurgia;liigutus
majandusaktiiv;puhkus;seljataha;külastama;legend;konverents;populariseerima;maailmakarikavõistlus;möödunud
õppeveerand;matk;õhusõiduk;ilm;dollar;interpreteerin;plaanikomitee;korteripind;teisejärguline
asetäitja;hea;seeria;korvpallur;tohter;draamateater;üliõpilasfoorumine;Tammsaare;kultuuriklubi
näpunäide;kiirus;komsomoliaktiiv;meister;andma;esmakordselt;kaua;USA-poolne;õhutemperatuur
tõsisem;lähtuma;elektriteooria;kodanik;funces;mäng;meeter;pangarööv;kaasaeg
nii-öelda;parkimisplats;ajakiri;eile;voor;Nigu;90;individuaaltalupoeg;jaanuar
südame-veresoonkonnahete;korvpallimäng;koondama;direktor;kodu;peegeldus;Natalia;Groznõi;võistlus
tantsus;Groznõi;treis;miljard;ring;Stuttgard;telefon;mees;suitsetamisharjumus
ühinemine;valdkond;Nõukogu;Rootsi;uss;orkester;Marika;Aegvii;oss
infarkt;omavalitsus;keskkontserdisaal;Tšaad;problemaatiline;tulevik;Vorošilov;Iraan;afganistan
Leningrad;tundma;jaak;sari;punkt;buss;kontor;režissöör;välisministeerium
trepipiire;tõsisem;veeansambel;jätkuma;standardtants;rajoonikomitee;brokna;poliitika;järgima
koduvabariik;tipp;noorenema;vend;probleem;Tartu;tantsupaar;matkakeskus;suurendama
valgurik;lühikokkuvõte;pingel;millegipärast;kell;otsus;Jugoslaavia;võrkpallimeeskond;võrkpallur
kurepalu;suund;buss;dramaturgia;realist;88;väsinud;Alžeeria;USA-poolne
teisipäev;valu;orkester;kolhoos;reporter;Sepp;tippkohtumine;näitusekülastaja;loodetud
pleenum;Heerenveen;lavastajatöö;ohi;asi;avalik;hingamine;kongress;trükkima
tragöödia;huvitav;võistlustantsuturniir;avaldatud;raames;kujundus;Georgia;väsinud;paraku
Estonia;nõukogudevastane;sammassaal;saabunud;risk;aktiivne;signaal;noortekoor;imperialistlik
ebaõnnestuma;pealinn;remont;Kruusvall;variant;hobi;hüppaja;Sõprus;
sõprusleping;peegeldus;asutaja;ajal;inimene;Psusinska;Stenmark;klubi;Roggenbaum
sofronov;korraldama;meeldiv;kuu;buss;kevad;Vladivostok;võileib;kontserdisaal
aunimetus;nädalalõpukultuurika;asepresident;Vladivostok;taas;jääma;seitsmeteistkümnes;kalender;selgitama
ühtaegu;tenniseturniir;ülikooliveresoonkakirurgia;Düsseldorf;hele;tellima;sünniaastapäev;Draamateater;David
hetkeseis;autasustamine;Vladimir;esitama;ehe;protsess;harjutamisnorm;rohkesti;ilm
Iraani-Iraagi;liikumine;tööpunalipp;Partners;organism;Düsseldorf;parkimisplats;saksa;suitsetaja
vegan;jaanuarikuu;filosoofia;haruldane;astumine;Varssavi;multifilm;eht;ülikool
ühiskondlik;võtma;valge;võitma;eile;trepipiire;esmakordselt;Tervishoiuorganisatsioon;sealhulgas
Smuuli;osavõtav;tüdruk;ehe;plakat;küla;positsioon;Timošenko;natukene
kunstipärija;Wabariik;väsimatult;koormama;look;Kabul;nimekam;Mahhatshkala;Vladivostok
teadeteagentuur;elektriteooria;Krasnodar;vast;mill;elu;neutraalne;Dünamo;Romney
Tšaad;demokraatlik;aktilga;tänav;aju;vodka;õhutemperatuur;intervjuu;Kalev
aastapäev;repertuaar;Brežnev;maailmakarikavõistlus;kaks;maailmakarikavõistlus;arutelu;põllumajandustöötaja;EKP
