EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
7,7,3,6,1,6,5,9,3,12,berliini; konstruktor; kollektsioon; moemaja; lilli; ateljee; jahilo; moemaailm; moenädal; moekunstnik
7,7,4,6,2,6,5,9,3,12,berliini; konstruktor; kollektsioon; moemaja; lilli; ateljee; jahilo; moemaailm; moenädal; moekunstnik
7,7,4,6,2,6,6,9,3,12,berliini; konstruktor; kollektsioon; moemaja; lilli; ateljee; jahilo; moemaailm; moenädal; moekunstnik
8,7,5,6,2,6,6,8,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
9,7,5,7,2,5,3,7,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
3,6,5,7,2,6,6,8,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
2,6,4,4,2,6,6,6,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
2,4,5,4,3,4,5,4,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
1,4,2,5,5,7,5,4,2,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
2,5,5,4,3,6,6,4,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaja; moenädal; moekunstnik
2,4,5,4,5,3,3,2,3,12,lilli; ateljee; berliini; konstruktor; jahilo; kollektsioon; moemaailm; moemaja; moenädal; moekunstnik
