EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;koreograafiks;teatris;tähendab;;teatrikülastajaid;uuslavastustest;vene
mono-ooper;psühholoogilise;1984;lõppes;number;Mozartit;balletijooksul;teatraalsust
atribuutika;;Erik;õpilastele;artist;Leedu;Mari-Liis;eesti
Võib-olla;meloodiline;Miilberg;oktaavi;ande;Tambergi;draama;tahtlikult
perspektiivsed;Schwerin'i;tematamiino;kirjutatud;head;Marika;Murdmaakunstnik;vägivalda
amores;Mida;Heleri;hollandlane;andnud;Nilsson;Laulja;vähenesi
psühholoogilisele;hea;paari-kolmepäevane;Libretist;andekate;Lutsk;Jääme;räägime
laulsin;balletti;alustasime;orkestri;seen;itaaliakeelne;Piiridest;probleemi
tähelepanu;kergekäelisele;Ivo;hotello;soon;Belkanto;Doratooriumine;märtsil
Uuestisündi;Murdmaa;teabe;Dylammermour;probleem;Moskvasse;Raamat;võib-olla
