EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;nimelise;1983;tähendab;;õpetajale;näitlejatest;teksti
haltuuramaigulised;Waterloo;kõrgkoolidest;keskkooli;head;keskööprogrammi;Võitlesid;esitatavad
võib-olla;teatrikunstipidupäeva;teatriteadlased-kriitikud;Kirjeldamatu;passin;teatriteadlased-kriitikud;lapsepõlvesõbra;võib-olla
teatrikunstipidupäeva;;kunstiinstituudi;miljardär;mate;tundi;keskööprogrammi;koolitükkidega
alaväärtusliku;Keskkoolis;Algklassides;misjaoks;anded;grammatikatund;Siin;lõpetasin
Londonis;meeste;;asjaga;reserve;esimese;Arukülas;järgnevate
tahtejõust;Oli;kordagi;Draamateater;ranged;Tallinnas;Keskkoolis;eesti
liikum;Viimases;Muidugi;õpetas;roll;loomisel;päeviku;filmi
õppima;Millal;Õpetaja;võitu;logele;koolipõlvest;Mõnikord;soovisid
lõppude;lavakunstikateeder;grammatikatund;nukuteater;roots;1983;Eesti;sisseastumiseksamite
tõeline;sisseastumiseksamite;Mikiveri;Aarne;vale;lõpetajad;Väga;klassivend
lõpetasin;teatriteadlased-kriitikud;vanusepiiri;viiuli;rasked;hindajad;Ojamaakiirt;jõud
näiteringi;tähestikulises;närvisüsteem;Moskva;hinded;Kalmet;sündinud;tuntud
õpetajale;Ojamaakiirt;riski;kergem;momente;kunstniku;Veeveeaa;räägivad
õigemini;sugulased;filmivaatamise;vahetult;pioneeride;mäletan;traagilisemad;jälgite
hämmastavam;tulemusrikkalt;laulueriala;Niimoodi;des;laupäevasel;rääkimata;rääkides
esineb;huvitav;Rakvere;kindlasti;saavutada;Draamateatri;Kriitika;aitab
mõjutavad;Mis;tähestikulises;uue;lava;suunamiskomisjonist;lavakunstikateedris;ongi
mõistlikud;valvelauatädidele;Tallinna;esimestest;tore;Leedu;neljas;juhatasid
tiitrites;TPIst;lennust;no;kodust;rääkimise;meistrit;pidevalt
õppeaineid;koormav;Viimases;sõitnud;Need;nimesid;Juhan;varem
koolitüdrukut;trafaretiks;numbrite;tekkis;TPIst;eksamitele;järgneb;lihtsalt
nädalaga;suures;Nõukogude;klassis;inimene;kultuuriga;Kirjeldamatu;töötada
hellitate;valesti;esinemistele;kodu;heast;klaveriga;töösse;hästi
jätkub;Mikiver;automaatselt;tänaval;pakub;tulemused;valmis;Napoleoni
ennekõike;käekäikude;sugulased;Moktonovski;taas;Lenk;Smuul;vestluseks
sisseastumiseksamite;vastates;rolle;Pedagoogilisest;Seal;Näiteks;suunamiskomisjonist;lugeda
