EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;jala;sünnikoht;seitsmeteistkümnes;;ettenähtama;aasta;sünnikoht;töötama
agannevitš;kandma;informatiivne;arendama;signaal;eluaeg;naiivne;memuaarkirjandus;pealegi
mõtlemistehnoloogia;maamõõtja;lugemine;vana-ema;vast;tulevik;seitsmeteistkümnes;kirjutamata;eesti
mõttelaad;elukool;ajaloo;hästi;linkor;põlvkond;kriitilisem;vaieldamatult;kuskilt
entsüklopeedia;aju;elektriline;sekretär;andmed;seitsmeteistkümnes;tulevik;natukene;süüdistama
lähikond;tundma;suur;vedama;thin;vana-ema;tänulik;mees;kujutama
hästi-hästi;aasta;psühholoogiliselt;üheksa;moment;kuulama;viimane;ukrainlane;hästi
püstolipära;väljendama;traditsiooniliselt;kursusekaaslane;funktsioon;direktor;intervjuu;natsionaalsotsialism;tuntud
täppisteadus;kiirus;;talvet;objekt;tänulik;mälestus;seitsmeteistkümnes;lihtsalt
võib-olla;;gustav;õnnestuma;tookord;naan;optimist;kuulaja;kujundama
