EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
mõte mõtted;tänavust tantsupidu;Esimene laulupidu;sügisel männimetsa;head ;tantsupidu alustame;algab tantsupidu;tantsupeo Ma;võib-olla öelda
haldjas Võib-olla;aastapäeva tähistamine;eesti muusikute;julge Selles;emme kodus;kauaoodatud päev;Tule tantsime;Tallinnasse tantsupeole;võib-olla mees
Inboli lugu;päiksesoopuu Hendriku;tantsupeole publikkusega;jääb vaatajate-kuulajate;arvan arvan;eelviimase tantsuna;muusika tantsupeo;näeme päristantsupeo;väljakul võib-olla
maal melises;See jääb;Ja kuulajad;11 toetades;ühtegi eelistada;Pärast tantsupeo;tantsuga kummardus;Tantsupeoprogramm ehitatud;mees hetkel
õnne valaja;mängib Inboli;mõtteid tantsu;Ja muusik;ütleme uus;kuulajad täna;tantsupeole koju;Selles tantsus;korda öelda
Tauli maa;Tervist Vaike;osalejad puhata;meeleoluga Me;arm Nii;ametlikku etendust;tantsijat arvan;Tule tantsime;lugeda muusika
tänutunne suurem;Eestimaa hingab;tantsupidu hästi;heinapallid Või;kindlasti hein;ütlesite tantsu;Läbi tantsupeo;Esimene laulupidu;korraga 1536
nii-öelda avatants;näeme päristantsupeo;vaatajate-kuulajate otsustada;tantsupidudest jäänud;öelda vorm;tantsupeo Ma;1000 tantsijat;laulupidu 50;võib-olla meelde
viimsest reliikvia;Tants kannab;Pärast tantsupeo;laulupidu 50;seisma kaitsma;Esimene laulupidu;metsamaal tantsu;tantsupidu väljakul;1536 meest
teadsime teemaplokk;Olen Kui;naeratamas tunne;inimestele korda;rollis soos;väljakul publikusse;kuus tantsu;Eestimaa kauaks-kauaks;Et 11
Me anname;Eestimaa kauaks-kauaks;Tegelikult eestimaal;Need pikad;aidates soos;muusikat tantsu;Pärast tantsupeo;eestimaalt Tallinnasse;Võib-olla vaatajatele
sõltubki Tantsupeoprogramm;hing Lepo;Eestimaa hingab;Kõigist laulu;tekib tunne;Võib-olla vaatajatele;algab laulu;hetkel seitse;võib-olla tekib
lõite Ja;Tule tantsime;kuulasime äsja;pikseloits Ei;tantsu autor;publik vaatab;tantsu autor;peo püsib;tantsupidudest jäänud
viimane Tuljak;anname pärandit;ametlikku etendust;30 aastat;toetades aidates;valmis hetkel;tantsida Et;lugu Olen;ütleb mees
jäänud pala;aru Läbi;lugeda muusika;hästi konkreetselt;anname pärandit;päev paari;päev paari;Sellega algab;Nii lapsed
pikseloits Ei;laulu Sellega;Tule tantsime;eelistada Kõik;hulk inimesi;1000 tantsijat;loomingut tantsuõpetajate;aastat meestevägi;tantsija 10
