EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Roland Scheffer;suurendavad kliimamuudatused;Venemaa presidendivalimised;Viimast eelolev;planeedi read;toimuva eurotsooni;kriisiriikide laenutähtaegu;kokkuvõtte neljapäevast;koguses 10
kliimamuutused suur;Venemaa keskvalimiskomisjon;Kennedy kosmosekeskuses;kosmosesüstik Atlantis;alandab intresse;Kreeka ajutise;Brüsselis arutada;Tartu Välisuudised;Brüsselis toimuva
käivitamisperiood ajendiks;fondist Eesti;Atlantis maandus;lennukitehases festivalipassi;liider programm;pikendab kriisiriikide;Euro alate;Viimast eelolev;jääb natuke
ütles uudisteagentuurile;Läänemaa noorte;Putin vihjanud;Medvedev peaminister;Et jagatud;loodavast finantsstabiilsuse;Kreeka vajab;istuvad Brüsselis;mängimist nii-öelda
Viljandi kultuurimaja;eurotsooni riigipeade;lennukitehases festivalipassi;muuseumieksponaat Kennedy;silte objekt;Tagasi Eestisse;keskpank järelturult;28 Eesti;võib-olla leiab
erakordne öelda;aasta keskpaigaks;abirahandusminister Jürgen;võimalusi õppida;standard vangla;töödokumente Rahandusminister;Rahandusminister Jürgen;juulini Viljandimaal;10 aastaga
elanikkond 2025;hauamonument kolmapäeval;vahendab Reuters;juhataja Krista;kindlad seadme;Liit pikendab;vahendab Reuters;eurot Tippkohtumise;38 arvatavalt
näitavad Steineri;abirahandusminister Jürgen;ÜRO keskkonnaprogrammi;infokeskuse maaelu-;vormida näidata;majanduspoliitilised programmid;nädalat Konsalmelt;raadiouudistele kuulajate;suur huvi
president Dmitri;julgeolekule Steineri;Kreeka tõenäolised;Reuters Brüsselis;tore projekt;istuvad Brüsselis;Venemaa keskvalimiskomisjon;uudisteagentuurile AFP;15 viimased
hankisime riskiostud;pankade toetamiseks;hauamonument kolmapäeval;projekt tutvustab;etnoPiret rist;põllumajandusprojektidest tunnistati;Lääne-Berliinis standard;Kreeka abistamist;projekt tutvustab
muuseumis positsioon;maaelu- kalandusvõrgustiku;NASA 30;Kennedy kosmosekeskuses;sobivad meetmed;maapiirkondades Euroopa;Kohtumiselt oodatakse;riigipeade kohtumise;muusikut tänavu
võib-olla leiab;Kalamas Senegali;kandideerivad kinnitanud;alate euroala;tekiks inimesi;ametivõimud Baieris;kolmekümneaastaste võlakirjade;Kiviberg selgitab;13 päeva
parimad ettevõtmised;Teda hoiti;kraadi Euro;Selleks võtta;tekib udu;2025 -ks;loodavast finantsstabiilsuse;Eurostati ennustuste;lihtsalt hästi
arheoloogidel paar-kolm;ESM-i poliitiliselt;Steineri hinnangule;aselinnapea Roland;pideme osi;Tarmo Noormaa;Läänemaa noorte;Tere õhtust;sõnul suurendavad
võlakirjade ostmist;kulub arheoloogidel;parketist naetame;mürtsub trumm;read täies;erastamine katma;tippkohtumisel ettepaneku;Kuule pikk;festival toimub
ametlikult näljahädapiirkonnaks;Leader programmi;ennustuste väheneb;Eestisse Saaremaal;sureb 10-st;riigipeade kohtumise;abipakett 57;jätkab Kohtumiselt;vahendab Reuters
asetäitja Rudolf;Seitsmeteistmeetril tundub;kuus uudistetoimetus;Viljandi kultuurimaja;praktiliselt Leader;jätkab Kohtumiselt;välistatud Tallinnast;Euroopa Liit;kuulajate nii-öelda
