EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ractarane persona näeb;tähendab käisite klubikultuuriüritustel;tavakülastajana sotsioloogina klubikultuuri;ebaseaduslik sealsamas rätise;ande ground alternatiivne;tavakülastajana sotsioloogina klubikultuuri;kaks koolis klubikultuuriteemaline;tavakülastajana sotsioloogina klubikultuuri;jäi sellisem võib-olla
tugevalt key muusika;muusikatüüpide tegemist nimelt;sotsioloogina otsisin põnevamat;imago olulisem tiitsail;alternatiivne ande ground;raadio kaks kooli;ütlesite eesti klubikultuur;klubikultuuriteemaline popkultuuritund nimetada;klubides alguses näiteks
ookean feld inimesed;hiljem võib-olla 90;laine võib-olla hipikultuuri;ameerikast olidki houss;selgelt alternatiivse mana;käisite klubikultuuriüritustel loomulikult;raadio kaks kooli;räägime täna klubikultuurist;inimeste klubikultuuril seoses
peo pidamise asi;päevast päevast sotsioloogina;juhtusin tänava bakalaureusetööle;nojah võtame näiteks;-te lõpus second;head raadiokuulajad raadio;kutsunud sotsioloogi aire;kaks koolis klubikultuuriteemaline;toimub klubikultuuriga lihtsalt
ic tehnika 93;ettevõtlikke inimesi kuulnud;osales klubikultuuriüritustel mõtlete;klubikultuurimaastikul toimub aus;käituvad näiteks valida;sotsioloogina klubikultuuri eestis;räägime täna popkultuurist;klubikultuuri narkootikumidega ütlesite;näiteks arengut tähendab
muusika garantii inimesed;valimistel käituvad näiteks;nii-öelda kommertslikult klubid;vana diskomuusikat diskomuusika;andega raundi alternatiivset;räägime täna popkultuurist;avalikkuse klubis meelelahutusasutuses;intervjuusid ankeediga klubi;võib-olla 90 -te
peod toimusid pidevalt;oligi asja ligitõmbav;raadiokuulajad raadio kaks;bakalaureusetöö mõtlesin kirjutanud;ilmselt üldse defineerima;sotsioloogi aire liina;teadnud suur sotsiaalne;klubikultuuri inimesi raha;võib-olla tähendab tasub
suur sotsiaalne kapital;noorsookultuur kasvanud niivõrd-kuivõrd;lindistati kuskilt raadiost;öelda täna õhtul;nimetatakse laineks esimene;noori inimesi kuulate;klubi avatud intervjuusid;sotsioloogina otsisin põnevamat;90 -te alguses
aru hilisematel aastatel;laine võib-olla hipikultuuri;võib-olla pidutsemisest bakalaureusetöö;toi toimub klubikultuuriga;nii-öelda defineerida meistri;koolis jätku räägime;klubi nimel muusikaliselt;kommertsaliseerunud klubikultuur autentne;aastast rääkida tegelikult
staatusega klass kõrgemate;nii-öelda ajaloolises võtmes;alguses näiteks hollywoodis;esimesele 800 inimest;tähendab nii-öelda alternatiiv;kahte külla kutsunud;klubikultuur kultuur narkootikumidele;landekroundis salaja klubikultuuri;samamoodi lääne-euroopas riikides
