EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
agu loonud ütleme;tantsupidudest jäänud pala;aastapäeva esimene laulupidu;mees saatuse sepp;edu head ;meeleoluga tänavust tantsupidu;algab laulu tantsupidu;s7 hoidma tantsupeo;tahaks võib-olla öelda
tähtis mõte mõtted;tänavust tantsupidu alustame;võimalus tantsida eesti;lavastaja tants õigemini;ühtegi eelistada ühtegi;tantsupeo kava näen;algab tantsupidu väljakul;eestimaalt tallinnasse tantsupeole;lapsepõlves isa hommikuti
tantsupeo kava näen;saamisest tantsuga kummardus;algab tantsupidu väljakul;vaatate televiisorist anda;ühtegi ühtegi eelistada;ettemängimisele eelviimase tantsuna;tantsupeo kava näen;tantsupeoprogramm ehitatud kolme;200 aastat 30
õnne valaja vägi;tantsupidu alustame tegelikult;tänavust tantsupidu alustame;näeme päristantsupeo lõpus;tantsija emme kodus;tantsupidu alustame tegelikult;tänavust tantsupidu alustame;tänavust tantsupidu alustame;võib-olla öelda kuskilt
eestimaale iseloomulik eestimaad;tahabki naine päiksesoopuu;tegelikult eestimaal tähistame;hästi mitmeplaaniline tahaks;oska ühtegi ühtegi;tallinnasse tantsupeole koju;tantsupidu alustame tegelikult;isetegemisest sõltubki tantsupeoprogramm;jääks spetsiaalselt seekordse
eestimaad võimalus pärandada;laulupidu 50 aastapäeva;tantsu nimi taustaks;puhata hetkel seitse;oska ühtegi eelistada;palve mahu tantsupeole;laulu tantsupidudest jäänud;laulu tantsupidu tantsupeo;publik vaatab võib-olla
pikad männid kõrged;tantsupidu hästi mitmeplaaniline;eesti tantse eesti;plokis eestimaa hingab;tekib tunne soos;näeme päristantsupeo lõpus;inimesi panustanud tantsupidu;tantsupeo kava näen;võib-olla tekib tunne
ütleme uus muusika;okste varju tahab;vorm laulu tantsupidudest;uuesti jalga tõmmata;eelistada ühtegi lugu;täna kauaoodatud päev;ettemängimisele eelviimase tantsuna;tantsupeo pealavastaja vaike;vaatab võib-olla tekib
arvan arvan suur;ettemängimisele eelviimase tantsuna;eesti muusikute loomingut;tuntakse leidsime loo;toetades aidates soos;tantsupeo peaproovi osalejad;uus muusika tantsupeo;tantsupeole koju sõidan;öelda arm võib-olla
laulupidu 50 aastapäeva;lugu lubate kiikaks;tantsupidu väljakul korraga;kauni eestimaa kohtade;ühtegi lugu ütleme;kuulajad täna kauaoodatud;kuulajad täna kauaoodatud;palve mahu tantsupeole;soos haldjas võib-olla
vanaema heinamaa lapsepõlves;tants õigemini nimestki;laulu öelda soovisite;oskate natukene kirjeldada;hetkel seitse kingad;laulu algab tantsupidu;mahu tantsupeole publikkusega;öeldud tantsupidu hästi;väljakul võib-olla meelde
hästi konkreetselt laulu;50 aastapäeva tähistamine;kolm algab laulu;jääks spetsiaalselt seekordse;tantsu autor tantsime;tantsupeole publikkusega oskate;tantsupeo peaproovi osalejad;ettemängimisele eelviimase tantsuna;võib-olla mees hetkel
võib-olla öelda kuskilt;leiaksid öeldud tantsupidu;kuulajad täna kauaoodatud;soos tunda tundeid;isetegemine tegusid anname;tantsupidu väljakul korraga;meeleoluga tänavust tantsupidu;eesti tantse eesti;eestimaa kauaks-kauaks hingama
laialt naeratamas tunne;armsaks teadsime teemaplokk;uus muusika tantsupeo;1000 tantsijat arvan;kirjeldada palve mahu;spetsiaalselt seekordse peo;väljakul publikusse jõuab;autor tantsime tantsu;1536 meest tants
nii-öelda avatants pidu;heinamaa maasikad tean;vabastamise kahesajandat aastapäeva;peaproovi osalejad puhata;arvan arvan suur;saamisest tantsuga kummardus;tantsija 10 10;näeme päristantsupeo lõpus;ehitatud kolme nii-öelda
meeletult suur tänutunne;rajaste edu head;tantsija emme kodus;agu lavastaja tants;võib-olla tekib tunne;pidu inimestele korda;tantsija emme kodus;tantsupeo peaproovi osalejad;jõuab eestimaa kauaks-kauaks
tantsupidu hästi mitmeplaaniline;hoidma tantsupeo kava;eestimaad hästi tuntakse;tantsupeole koju sõidan;vaatab võib-olla tekib;tantsuna suur vaike;tantsurühma saatja tantsija;eestimaal tähistame pärisorjusest;mitmeplaaniline tahaks võib-olla
nimelt triinu tauli;jäänud pala kõlama;hästi konkreetselt laulu;seisma kaitsma 200;hing lepo sumera;publik vaatab võib-olla;lavastaja tants õigemini;armsa eestimaa s7;tõuseb väljakul võib-olla
armsaks teadsime teemaplokk;tantsu koreograaf loonud;võib-olla vaatajatele staadionile;õnne sepad autor;kava näen isetegemise;tantsime tantsu nimi;hoidma tantsupeo kava;30 aastat meestevägi;tantsu tantsija 10
mees saatuse sepp;vanaema heinamaa lapsepõlves;kaunid rahvariided tänutunne;armsa eestimaa s7;tunne etendus viimane;soovisite ütlesite tantsu;tantsu lõite armsaks;laulupidu 50 aastapäeva;vaatajate-kuulajate otsustada hea
tegelikult eestimaal tähistame;nimi taustaks mängib;osalejad puhata hetkel;võimalus tantsida eesti;meest tants kannab;tänutunne võimalus tantsida;ütlesite tantsu lõite;tantsu tantsija 10;tantsija 10 10
laulu tantsupidu tantsupeo;korda öelda arm;50 aastapäeva tähistamine;11 toetades aidates;lugu ütleme uus;aastapäeva esimene laulupidu;tantsupeoprogramm ehitatud kolme;tantsu nimi taustaks;aastat 30 aastat
soomaa natukene müstiline;anname pärandit lastele;suurt pidu inimestele;eestimaa kauaks-kauaks hingama;asju kenasti kirjeldada;väljakul publikusse jõuab;tantsupidudest jäänud pala;aastapäeva esimene laulupidu;lastelastega metsa tahan
oskate natukene kirjeldada;tantsupeo pealavastaja vaike;tähistame pärisorjusest vabastamise;armsad jääb vaatajate-kuulajate;agu loonud ütleme;suurt suurt pidu;muusikat tantsu koreograaf;kolm algab laulu;kaasa juhatan võib-olla
sügisel männimetsa männiriisikaid;tantsime tantsu nimi;tantsupeo peaproovi osalejad;arm võib-olla kallistada;ühtegi ühtegi ühtegi;tänasest kõlama jääb;agu lavastaja tants;tants õigemini nimestki;arm võib-olla kallistada
aidates soos salm;oskate ilusaid asju;eelviimase tantsuna suur;tantsija 10 10;varja okste varju;tantsu jooksma meelde;öeldud tantsupidu hästi;kuus tantsu autor;metsa tahan metsa
jooksma meelde nimelt;ulatab julgelt käed;seekordse peo tarbeks;männimetsa männiriisikaid korjata;etendus viimane tuljak;uus muusika tantsupeo;liikuda julge tantsus;spetsiaalselt seekordse peo;haldjas võib-olla vaatajatele
laulu tantsupidudest jäänud;tants kannab nime;tantsida erinevaid mõtteid;inimestele korda öelda;otsustada hea meelega;autor tantsime tantsu;metsamaal tantsu jooksma;tänutunne võimalus tantsida;väljakul korraga 1536
uus muusika tantsupeo;natukene haldja lik;julge tantsus naine;juhatan aitan leida;soos tunda tundeid;isetegemisest sõltubki tantsupeoprogramm;tänutunne võimalus tantsida;inimesi panustanud tantsupidu;võib-olla meelde vanaema
lõpus inimeste palgel;tänutunne suurem nimelt;lapsed metsamaal tantsu;küsida arm isetegemine;aidates soos salm;kauaoodatud päev paari;tants kannab nime;nii-öelda avatants pidu;kauaks-kauaks hingama jääks
oskate ilusaid asju;eestimaa soov mõtleksime;naeratamas tunne etendus;meest tants kannab;haldja rollis soos;armsad jääb vaatajate-kuulajate;tantsuga kummardus mõte;mässaja laulu algab;50 aastapäeva tähistamine
nime õnne sepad;kolme nii-öelda avatants;lugeda muusika kuulata;s7 hoidma tantsupeo;oska ühtegi helistada;ütleme valmis hetkel;1000 tantsijat arvan;suurt suurt pidu;eesti tantse eesti
rasketel aegadel soos;tuljak oskate sõnadesse;tantsuõpetajate loomingut kaunid;tantsida erinevaid mõtteid;aitan leida soon;tunne etendus viimane;vabaks saamisest tantsuga;liikuda julge tantsus;konkreetselt laulu öelda
muusikat tantsu koreograaf;tantsurühma saatja tantsija;sõltubki tantsupeoprogramm ehitatud;kirjeldada palve mahu;tuntakse leidsime loo;s7 hoidma tantsupeo;tantsijat arvan arvan;õnne sepad autor;jääb vaatajate-kuulajate otsustada
mõtleksime kauni eestimaa;natukene mõtte hästi;mõte eestimaal valmis;tantsu jooksma meelde;kolme nii-öelda avatants;esimest ametlikku etendust;1536 meest tants;tantsupidu väljakul korraga;maa hing lepo
väljaku ütleb mees;nimestki aru meeleoluga;kuus tantsu autor;taustaks mängib inboli;anname pärandit lastele;hoidma tantsupeo kava;tantsupidu hästi mitmeplaaniline;alustame tegelikult eestimaal;armsad jääb vaatajate-kuulajate
pealavastaja vaike rajastega;naine haldja rollis;võib-olla mees hetkel;valmis hetkel armsa;puhata hetkel seitse;tantsijat arvan arvan;tantsu pandud haydeliku;vägi võim meestetantsust;maa seisma kaitsma
korda öelda arm;püsib mõte niipidi;meest tants kannab;sepad autor mait;ühtegi eelistada armsad;ühendust võtnud tantsupeo;aastapäeva esimene laulupidu;jõuab eestimaa kauaks-kauaks;nii-öelda avatants pidu
triinu tauli maa;tahab mees käed;sügav hingamine väljakul;kaitsma 200 aastat;varju tahab mees;tantsupidudest jäänud pala;kauaoodatud päev paari;teoks tantsuõpetaja tantsurühma;kolme nii-öelda avatants
jäänud pala kõlama;võim meestetantsust mait;võib-olla tekib tunne;võtnud tantsupeo pealavastaja;kaaslast öelda vorm;publikkusega oskate natukene;sõltubki tantsupeoprogramm ehitatud;saatja tantsija emme;võib-olla vaatajatele staadionile
inimestele korda öelda;männi peitu pugeda;valmis maa seisma;võib-olla vaatajatele staadionile;tänutunne võimalus tantsida;rajaste kuulasime äsja;publikkusega oskate natukene;meestevägi väljaku ütleb;juhatan võib-olla mees
varju otsida mõtteid;mõte eestimaal valmis;kuulasime äsja viimsest;alustame tegelikult eestimaal;kirjeldada televiisorist vaatame;peo püsib mõte;tallinnasse tantsupeole koju;pidu inimestele korda;eestimaal valmis maa
publikusse jõuab eestimaa;tunne soos haldjas;leiaksid öeldud tantsupidu;naeratamas tunne etendus;võimalus tantsida eesti;tantsupeoprogramm ehitatud kolme;meest tants kannab;aru peo püsib;võib-olla kallistada kaaslast
öelda vorm laulu;pärandada isetegemisest sõltubki;pärit mässaja laulu;tantsurühma saatja tantsija;emme kodus toidukoti;1000 tantsijat arvan;tantsupeo oska ühtegi;mees saatuse sepp;tunni täpselt kell
aegadel soos natukene;tänutunne hulk inimesi;1536 meest tants;loonud ütleme valmis;tea oska ühtegi;vabaks saamisest tantsuga;kolm algab laulu;lapsed metsamaal tantsu;tervist vaike rajaste
kuulasime äsja viimsest;loonud ütleme valmis;kuskilt eestimaalt tallinnasse;kaaslast öelda vorm;juhatan aitan leida;meelega mängiks nimelt;kuus tantsu autor;publikusse jõuab eestimaa;11 toetades aidates
lastega peredega sügisel;lapsed metsamaal tantsu;tantsupeo oska ühtegi;melises viimases plokis;mees hetkel aru;öelda vorm laulu;pidu inimestele korda;kuulajad täna kauaoodatud;vaike rajaste edu
päiksesoopuu hendriku männi;suurem nimelt suurt;vaatajate-kuulajate otsustada hea;lik naine sirutab;avatants pidu jagatud;valmis hetkel armsa;kell kolm algab;loonud muusikat tantsu;otsida mõtteid soos
pärisorjusest vabastamise kahesajandat;soon eestlastele pelgupaigaks;mahu tantsupeole publikkusega;oskate ilusaid asju;suur tänutunne võimalus;kolm algab laulu;tundeid mõtteid tantsu;eestlastele pelgupaigaks rasketel;maa hing triinu
tantsu tantsija 10;mõtete soomaa natukene;suur tänutunne võimalus;tänutunne suurem nimelt;soos natukene haldja;teoks tantsuõpetaja tantsurühma;muusikute loomingut tantsuõpetajate;taustaks mängib inboli;vaike rajaste maa
