keyphrase;score
dopamiini;0.5009
infarkt;0.405
vanemal;0.3563
vastupidavamad;0.3515
mängisin;0.3457
väsinud;0.339
tahtsin;0.3351
mõtlesin;0.3314
spordikogemustest;0.3157
vanad;0.3101
ahenemine;0.31
harjutatud;0.3059
koormusega;0.3008
kirjutanud;0.2968
ülblane;0.2956
arstiteadus;0.2936
aegadel;0.2863
kaua;0.2846
nägin;0.2788
igapäevane;0.278
raamatuid;0.276
tervise;0.2753
raske;0.275
kahtulikudes;0.2736
liikunud;0.2701
sõin;0.2694
koordi;0.2679
arstid;0.2633
võitsin;0.2627
hiljuti;0.2625
treenite;0.2619
ärkvel;0.2585
põrgumängu;0.2584
tekib;0.2567
püüab;0.2561
ajal;0.2554
mõlemile;0.2551
käsi;0.2549
lugenud;0.2545
töötanud;0.2537
füüsilist;0.2534
elu;0.252
kõvasti;0.2506
energia;0.2499
natuke;0.249
aastaselt;0.2482
teaduseks;0.2479
doktor;0.2474
Doktor;0.2473
Jätan;0.246
natukese;0.246
lõi;0.2454
ajasime;0.2453
kaotasin;0.2442
kirjutab;0.2439
käed;0.2423
aastat;0.2395
liikumata;0.2391
ütles;0.2388
surmatunnini;0.2387
tennisemänguks;0.2385
haigustele;0.2381
leidsid;0.2363
natukene;0.2341
aegsest;0.2331
oskust;0.2322
tahaks;0.2321
pääsesid;0.2308
vahetpidamata;0.2308
asjatad;0.2307
mänginud;0.2305
treenida;0.2297
keha;0.228
löögiga;0.2264
pensioniks;0.2254
lugu;0.2254
tugevaks;0.2253
korraga;0.2241
raskesti;0.224
jõudu;0.2231
lihtsalt;0.2215
meieaegne;0.2214
mõjus;0.2199
sõrmi;0.2197
kaotas;0.2194
aastastest;0.2182
tõusev;0.2172
natuganud;0.217
pensionile;0.2166
63;0.2164
Vähe;0.215
pääsenud;0.2145
proovi;0.2142
aastane;0.2125
sportlasele;0.2123
millegipärast;0.2118
ütlesid;0.2118
kolmeaastase;0.2115
tennisereketi;0.2114
terve;0.2113
sportlasel;0.2106
vähese;0.2092
inimesel;0.2091
Me;0.2084
aega;0.2084
pääsete;0.2081
tundi;0.208
väljakutel;0.2077
Kaotas;0.2075
tennisesõbrad;0.2049
tugevale;0.2047
asendamatu;0.2046
55;0.2043
kukkus;0.2041
vana;0.2039
tookordses;0.2038
jooksnud;0.2036
80;0.2036
võtta;0.2034
segasid;0.2033
elukommetega;0.2029
võrgujuure;0.2017
tugevat;0.2009
jooksutad;0.2005
tappa;0.2004
päevi;0.2003
veresoonte;0.1996
nukule;0.199
tugeva;0.199
asjad;0.1988
ükskord;0.1985
kohaga;0.1983
nimetasid;0.1971
olukord;0.1969
mehele;0.1967
läksivad;0.1967
võitnud;0.196
Ümberringi;0.1957
niipea;0.195
tingimata;0.1946
pikutada;0.1943
seminud;0.1939
kaaslase;0.193
Seitsmeteistaastase;0.1923
Kuid;0.1921
võtamine;0.192
väikest;0.1916
saavadki;0.1913
asju;0.1913
laisk;0.1906
käib;0.1901
tenniseväljakule;0.1894
jalga;0.1884
pihtide;0.1883
pensioni;0.1881
kõiksugu;0.188
Siis;0.1877
Minu;0.1876
nooruslikum;0.1873
ülehile;0.1873
voodist;0.1868
valmis;0.1865
hiljem;0.1864
vähe;0.1862
kõrge;0.1858
aeg;0.1858
varem;0.1853
võimalikult;0.1848
inimest;0.1844
öelnud;0.1844
jooksevad;0.1841
treenerid;0.1836
halvematel;0.1834
kord;0.1834
momengu;0.183
käin;0.183
lasketurniiri;0.1818
võtaksite;0.1812
tradid;0.1809
pandud;0.1807
anekdooti;0.1806
paar;0.1805
tugevamad;0.1793
korda;0.1788
võitel;0.1786
eluraskustele;0.1784
võidelda;0.1772
lõppu;0.1769
tänapäeva;0.1763
nädalas;0.1762
minut;0.1761
kahekordne;0.1758
täis;0.1754
tead;0.1751
loodusjõudude;0.1717
meesseeniorid;0.1702
rasvast;0.1686
võib-olla;0.1626
palle;0.1598
üliõpilasena;0.1534
