EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
cassius clay;seksuaalne ärritatus;1963 massipsühhoos;edetabelites seitse;corporation isse;kuumad kuuekümnendad;kuumad kuuekümnendad;1963 massipsühhoos;esinemise 6500
toimus hitleri-aegsel;kirju noorukitel;biitlasi seksuaalsel;ketiga laulu;to hold;vajatud massihüsteeria;kuumus muutub;kuumad kuuekümnendad;200000-ga pidus
popmuusikabänd hankisin;toimus neljandal;-le inglismaal;over beethoven;seob 1;suutnud poolale;kontserdil surematu;liikmed psühhopaadid;ütles inimesed
veidi maad;mängiti klaverikäike;mandri-euroopas mängiti;koju pikkade;hand 1;täie ringreisid;perfomens toimus;6000 inimese;viienda nimelises
epstein istub;sümboolikaga sviitreid;tegelikult 1961;mongol london;biitlid new;sallimanni teleshows;ilmselt kuskilt;epstein biitlasele;lõhki liverpooli
rääkisid hiljem;versioone põhineb;biitlitemaania jõudnud;kaasa klaveri;not sekam;inglise popmuusika;telesaatesse sandy;1967 aastal;koha tasu
korraks biitlasega;paugupealt popmuusikabänd;analüüsisid põhjalikult;tippu lp;clay omase;prinste vals;kaosest esinemine;popmuusikabänd hankisin;kuumus muutub
koostöö viis;veenduda tohuvabohust;suurused näiteks;kontserditel ed;statistilised andmed;aasta parimaks;mängiti pariisi;järjekordne maailmarekord;osalema aasta
emotsionaalne vaimne;-le lõpuks;massistseene pannad;lomonossovi 21;apple street;käisin plaadifirmad;ootusi bestseller;briti rokkmuusikute;mandri-euroopas mängiti
kõlupeade hullutamiseks;laulab vajame;püüdsid piklimaaniat;tähendas ansambel;persoon isiku;täielikku diskograafiat;kolinal ootusi;kuulsin biitlasid;päeva washingtonis
