EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
calling Tartu;väga-väga oluline;Eesti meditsiiniajaloo;meditsiinilugu Selles;meetmed pakub;rääkisime meditsiiniajaloorubriigis;meditsiiniajaloorubriigis vitamiinidest;Eesti meditsiiniajaloo;vitamiinide avastamisest
märgid stigmad;mälestuse jäädvustamine;arstiteadust piima;kultiveerida katseklaasis;lektor ;Eesti arste;Eesti meditsiiniajaloo;arstiteadlaste lugudega;teadusdiskussioonides nii-öelda
tõmbab listeeriat;meditsiiniajaloo lektor;Petar Ellata;Eelmisel teisipäeval;definitsioonile vasta;meditsiiniajaloo lektor;Eesti arste;rääkisime meditsiiniajaloorubriigis;võib-olla aasta
mälestuse jäädvustamine;generatsiooniteooria õpetus;meditsiiniajaloo lektor;seoses luunini;nooremat vendade;Eesti meditsiiniajaloo;vitamiinide avastamisest;Eesti arste;jälle 15
poliitiline leepra;pakub pidalitõbi;meditsiinilugu Selles;pühakiri mainib;näidata tegemist;Teaduslugu meditsiinilugu;meditsiiniajaloo lektor;meditsiiniajaloo lektor;nakkusega tegemist
leepra kohalolu;ajaloos tähtis;Peeter Hellatist;Aga mälestuse;käin calling;arstide väga-väga;rääkisime meditsiiniajaloorubriigis;eesti arstiteadlaste;paanikapuhang võib-olla
tõbi Nathan;Mis põhjus;võib-olla aasta;üldse Eesti;calling Tartu;Ta omaaegsed;meditsiiniajaloo üldse;Peeter Hellat;võib-olla kaduma
tavaliselt põhjus;elulugu mõttes;Ülikooli tervishoiu;pakub pidalitõbi;vend hetkel;tähtis mees;tegevusest Tartus;arstide väga-väga;võib-olla olegi
mõttes natuke;märgiline tõbi;arstiteadlaste lugudega;provintsides näitamaks;Need hellad;Tartus jätkame;arstide väga-väga;meditsiinilugu Selles;üldse Eesti
meditsiinilugu Selles;Eesti arste;täna rääkida;Tartu stuudios;vanem vend;kõneleda eelkäijate;tähtis mees;Ülikooli arstiteadust;toitumises-ga seotud
