EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Günther Oettinger;Hotels Eesti;gaasitarnete vähenemist;gümnaasiumipidajaks räägib;argument esiteks;Eestis vähenenud;ülevaatest Euroopa;ettevõte esialgsete
keskkonna- looduskaitse;inimest Ligi;rõivafirma Baltika;Hotels koostööd;esimene argument;protsenti eestlastest;täna eurobaromeetri;suunas aasta-aastalt
lähituleviku optimistlikud;inimeste hoiakuid;Vene Gazpromi;Euroopas keskmiselt;andmisel valik;Eesti riigieelarvesse;Jätkame välisuudistega;160-lt protsendilt
kultuurisõbra eri;rahapoliitikale Euroopas;Eestile oluliseks;Bornholmi saarel;esialgsed andmed;eestlaste usaldus;veebruarini Rahvusringhäälingu;veebruaril Kultuuriministeerium
asi teistpidi;aastaga võrreldes;Avaldatud eurobaromeetri;asutajat Enn;vähem andekate;Kesk-Eesti korrespondent;Praeguse 200;koolivõrgupidajana jätkama
tähelepanu korrarikkujate;suisa naabermaakonda;soovivad gümnaasiumivõrgu;keskkonnaalaseid õnnetusi;funktsioonid argumendid;Baltika hoiatas;kokkuvõtte kolmandast;tulemusena 160-lt
klaasist lühtrid;valgusinstallatsioone Väljapaneku;riigigümnaasiumid Tallinna;118 eurot;konkreetne persoon;aeglustumist Rumeenia;positiivsemaks Eesti;aastaga võrreldes
Valev Sein;kogutoodangust USA;euroga hinnangud;liitudelt info;stabiilne näiteks;Rahvaarvu vähenemise;uudistetoimetus kokkuvõtte;19 veebruarini
esitlevad Raplamaa;klaasikunstnikku esitlevad;Eestlaste rahulolu;kevadel toimus;solgutavat testi;eurobaromeetri küsitluse;Eestis vähenenud;meedia muutub
valuutafondi eesmärk;riigivõlg väheneks;jätkamine koolipidajana;See võrdselt;kergem näidata;eurole vähenes;eurot Lähiaja;piisavalt kiiresti
