EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;pood;saar;seitsmeteistkümnes;;Eesti;Lõuna-Eesti;Postimees;riik
ühisdeklaratsioon;riskiaktsiisilaekumine;liikmesriik;oluliselt;number;Lõuna-Eesti;eesti;Päevakada;jätkama
töövõimereform;risk;Saar;saja-aastane;;Tallinn;Tallinn;rääkima;süüdistama
põhiprobleem;korruptsioonisüüdistus;viskama;Venemaaleht;andev;Läti;Eesti;riigipea;tundma
Pyeongchang;eluase;miljon;esialgne;loss;riik;Soome;täna;viis
olümpiadebüüt;kandma;möönma;normaalmägi;andmed;eesti;Slovakkia;võtma;parlament
võistluspäab;kultuur;kultuuriminister;ebaõiglane;meeter;liikmesriik;Ida-Euroopa;Venemaaleht;valmis
asitõend;dokument;kaaluma;ameeriklane;una;Leedu;Aserbaidžaan;tänapäev;öö
Väikenurm;muusika;lisama;põhialune;summa;Ida-Euroopa;Euroopa;riigijuht;minister
hädavajalik;Kultuuriministeerium;kuus;Päevakada;andmine;riikis;Leedu;esimees;Otsmaa
spordisõnum;taotlus;aastakõne;töövõimereform;dollar;Euroopa;Läti;Otsmaa;siseministeerium
finantssandaal;rahapesuskandaal;sajandik;üldse;andma;liit;koalitsioonipartner;lõpuks;toimima
üldpõhimõte;aasta;euro;konkreetne;asepresident;kodakondsus;välisuudis;aastakõne;aeg
Lõuna-Aafrika;olümpiadebüüt;väljapressimine;tegelikult;vastavalt;riigikogu;Sloveenia;Riigikogu;70
Pyongyang;ettepanek;suur;eeltäidetult;ring;Liit;Liit;vaatama;alustama
tavadistants;alampiir;õhtu;konkreetsemalt;kontroll;Vilnius;Otsmaa;ütlema;kaup
võimalik;abi;päevik;liikmesriik;dokument;erikomisjon;liikmesriik;arutelu;arvama
päevik;kohalik;suunama;julgeolek;punkt;vabariik;Ukraina;Liit;Ameerika
Aabeeveeell;asetäitja;rääkima;ühiselt;probleem;riiklik;Vilnius;nii-öelda;USA
taliolümpiamängud;lisa;sirp;keskmine;sünd;osakond;ukraina;välisuudis;20
kõrgrõhk;kell;800000;kinnipeetui;kell;Otsmaa;Holland;viimane;riiklik
võistlus;koht;õhumass;jälgima;president;USA;austerlane;eelarvekõnelus;dollar
põhimõttelisem;kontroll;sotsiaalministeerium;viigistama;homme;staatus;aktsiisipoliitika;olukord;riigieelarve
üllatus;staadium;mõõde;olulisem;jaotamine;haldusala;Poola;Eesti;homme
eelarvekõnelus;homoriik;kirjutama;toidukaup;võimalik;Soome;Türgi;hiljemalt;leidma
tõusma;korruptsioon;astuma;koalitsioonipartner;näiteks;rahvusvaheline;tulevik;Toomas;2014
aktsiisitõus;sportlane;sisestama;ostuturist;ott;Ukraina;arengukava;Mihhotakaak;koht
võitlemine;Harjumaa;parlament;kehtima;saavutus;mitteametlik;Odessa;Toom;seitsmeteistkümnes
Netanyahu;ajaloomuuseum;viigistama;täiendav;asi;riigijuht;Danske;ettepanek;pärastlõuna
kiiruisutamine;rahvuskongress;kunstisündmus;järk-järgult;lubatud;kokkulepe;liit;paremini;lõpetama
Põhja-Korea;maksumaksja;eelarveraamistik;eraldi;risk;Reformierakond;Moldova;parim;õhutemperatuur
kultuuritöötaja;start;lükkama;saatma;auto;ukraina;parteikorraldus;näiteks;riigivõimupartei
õiguskaitseorgan;CBS;vahend;üldine;kriteerium;Ameerika;opositsioonipoliitik;otse;Netanyahu
hoolekanne;kokkulepe;meetrine;vahend;taevas;teatama;julgeolek;jälle;kinnitama
jäähokiturniir;töö;viimane;olümpiadebüüt;sadama;julgeolek;Anna;Euroopa;muusika
kõrgrõhkkond;toetus;mõtlema;toetusperiood;toom;rahvuskongress;opositsioonijuht;keskenduma;seaduslik
korvpallikoond;piisavalt;ost;austerlane;ase;jaapanlanna;regionaalne;hästi;politsei
Joosep;tuntud;kujundama;ajakirjandusauhind;klient;vahendama;erikomisjon;Ameerika;Väikenurm
küsimus;piiriäärne;Andrus;võitmatu;habe;Slovakkia;tulevane;tegelikult;sissejuhatus
riskiaktsiisilaekumine;võistluspäab;esitamine;teadusministeerium;ergutamine;esimees;liige;võitma;Komisjon
Ida-Euroopa;;austerlane;näitama;staatus;aastakõne;tiksuma;õhtu;külg
sõnavõtlus;-na;peaminister;hoolekanne;inimene;siseministeerium;territoorium;peatoimetaja;selgitama
ajaloomuuseum;veen;esimees;klaperhüppevoor;NSA;arutama;planeeritud;üheksa;palgatõus
meistrivõistlus;aseesimees;kandma;rahandusministeerium;hirv;ühiselt;riigikogu;jõudma;võimalik
õigustamine;teadmine;Sõerd;sõitma;taas;välisuudis;rahvusvaheline;spordisõnum;ajaloomuuseum
raketisüsteem;valima;ministeerium;sünoptik;direktriss;Tiirmaa;umbusaldushääletus;valmis;esimene
miinuma;ergutamine;number;valdkonniti;tegevus;Moldova;hollandlane;ilmselt;mõtlema
tõukejõud;vahend;vara;peatoimetaja;sada;Riigikogu;Komisjon;kaasa;kohtumine
finantskuriteg;sisekontroll;maht;arvestama;võimalus;Poola;võõrsil;ERR;arutelu
struktuuriraha;paber;värav;mõtlema;saamine;võõrsil;haldusala;seisukoht;300000
