keyphrase;score
näitusele;0.5482
vaatajad;0.4452
räägime;0.4281
sõnakowitzkiline;0.3999
välisfestivalidele;0.3965
lõbus;0.3724
rootsi;0.37
leidsime;0.3676
kasti;0.3586
kultuuri;0.3578
salamängu;0.3562
titad;0.3485
grethe;0.3466
küsimus;0.3459
paadis;0.3457
lindari;0.3449
võrgust;0.3448
kiiler;0.3407
klaasi;0.3397
intellektuaalne;0.3375
šokeerimis;0.3369
euroopas;0.3363
uus;0.3356
projekti;0.3311
kolmest;0.3293
senisesse;0.3286
manifest;0.3282
kinnisvara;0.3266
tänane;0.3257
element;0.3252
probleemide;0.3227
piirimaile;0.3224
kommentaar;0.3213
spekulatsioone;0.3194
võistlejana;0.3188
workshop;0.3187
ruumiinstallatsioone;0.317
liikuma;0.3157
aprillil;0.3155
elama;0.3143
filme;0.3143
sõnumid;0.314
siseselt;0.3118
pallimänge;0.3111
eksistentsi;0.309
kogemuse;0.3062
eve;0.3053
hoolt;0.302
natuke;0.2997
struktuur;0.2986
moska;0.2962
atmosfääri;0.296
lugeda;0.2922
londoni;0.2893
graya;0.2873
meestega;0.2871
anu;0.2871
vaadates;0.2854
sebastiani;0.2846
klient;0.2842
alged;0.2808
faktuuri;0.2807
saigi;0.2803
nimodi;0.2785
rander;0.2778
irooniaga;0.272
15-st;0.2719
neutrast;0.271
ülemaailmset;0.2697
värvid;0.2687
alltekstid;0.2674
fiction;0.2653
peidetakse;0.2639
alguse;0.2633
andrus;0.2626
kallis;0.2613
vanasid;0.2604
ülikooli;0.2577
kohalik;0.2566
nädalaga;0.255
tankistid;0.2541
täht;0.2533
daniel;0.2531
rünnakus;0.2527
tüdruk;0.2518
sõpruskonnas;0.2514
nestor;0.2488
voodi;0.2485
tooma;0.248
areneb;0.2474
ootasime;0.2458
öösi;0.2442
konjunkturismist;0.2437
tarditud;0.2433
kasvanud;0.2409
koduelu;0.2407
lõhnav;0.2399
mägi;0.2398
jälgimisprotseduure;0.2395
tagasitulek;0.2392
sorteeritud;0.2377
96;0.236
ruutmeetrid;0.2357
lisaväärtuse;0.2357
stalini;0.235
kronoloogiline;0.2335
directo;0.2317
teraapilist;0.2294
võtmes;0.2292
alice;0.2289
tea;0.2276
paanilise;0.2273
erinevuste;0.2251
imperialismi;0.225
kamba;0.2246
austus;0.2218
surma;0.2213
1978;0.2211
kassi;0.2192
prioriteetidest;0.2179
rootsis;0.2175
ellujäämise;0.2161
kaua;0.2152
peas;0.2122
tänavad;0.2113
rahu;0.2111
sõna-;0.2104
kalkuleeritust;0.2093
silma;0.2086
heaoluühiskonda;0.2079
rabiilia;0.2068
rollid;0.2064
seitsmeaastast;0.2053
inspireeritud;0.2052
enesekriitiline;0.2038
feminismi;0.2036
üksik;0.2033
selgroog;0.2018
semile;0.2006
maksa;0.2003
helinaloidile;0.1989
jääda;0.1982
emotsionaalsete;0.1979
panin;0.1966
munaliseerivat;0.1963
fotograafid;0.1946
enamik;0.1928
tohutuid;0.1914
reklaamtornid;0.1898
ema;0.1884
ekspluateerida;0.1877
otsustasin;0.1865
videoinstallatsioone;0.1859
loodan;0.1858
auto;0.185
muld;0.1829
jõupingutusi;0.1817
aktivist;0.1795
kloonima;0.1788
2005;0.1786
laenasid;0.176
tehase;0.1744
bonsai;0.1744
suletud;0.1738
ast;0.1733
impulsside;0.1723
usaldusväärseid;0.1723
rammusat;0.1708
kehakeemiaga;0.1691
põletatud;0.168
trendid;0.1678
hinnaalandust;0.1666
press;0.1604
buddha;0.1597
rikkad;0.1591
programmiline;0.158
;0.1548
külma;0.1547
ressursside;0.1458
ignorantsuse;0.1434
sündisin;0.1424
arvuti;0.1418
mantra;0.1408
kindlasti;0.1407
positiivne;0.1386
lihtne;0.1352
õunad;0.1348
laulan;0.1346
no;0.1293
nooremad;0.1256
moraliseerimisest;0.1235
mäletan;0.1148
hyper;0.113
reklaamivabade;0.1106
konformism;0.1102
tugevam;0.1073
sall;0.0934
kohutavalt;0.0792
biotehnoloogia;0.0677
energeetilisust;0.0379
