keyphrase;score
koguses 10;0.9991
1946 aastal;0.999
võib-olla natuke;0.999
inimene võib-olla;0.999
laenu võib-olla;0.9989
jääb natuke;0.9989
Brüsselis toimuva;0.9989
10 aastaga;0.9989
mängimist nii-öelda;0.9989
võib-olla leiab;0.9989
kuulajate nii-öelda;0.9988
38 arvatavalt;0.9988
15 viimased;0.9988
sõnul suurendavad;0.9988
lihtsalt hästi;0.9988
suur huvi;0.9988
muusikut tänavu;0.9988
projekt tutvustab;0.9988
vahendab Reuters;0.9988
Kui eesti;0.9988
festival toimub;0.9988
tähendab 30;0.9988
13 päeva;0.9988
inimesed igapäevaselt;0.9988
2010 põllumajandusprojektidest;0.9988
soovime lihtsalt;0.9988
viimase võib-olla;0.9988
paar-kolm nädalat;0.9987
EFSF-ist Kreeka;0.9987
Vladimir Putin;0.9987
vormida näidata;0.9987
28 Eesti;0.9987
Minu huvitav;0.9987
üheksateistkümnendat aastat;0.9987
viimase 10;0.9987
10 protsenti;0.9987
Euroopa Liidu;0.9987
kolme 1000;0.9987
ESM-i poliitiliselt;0.9987
näidata võimalik;0.9987
Dmitri Medvedev;0.9987
2001 aasta;0.9987
Eesti 14;0.9987
28 esimene;0.9987
grupp 15;0.9986
tegevusgrupid võtnud;0.9986
14 välismaa;0.9986
enam-vähem 50;0.9986
öelda enam-vähem;0.9986
1000-st lapsest;0.9986
inimesi nii-öelda;0.9986
nii-öelda lahti;0.9986
10 aasta;0.9986
rahul 15;0.9986
täiendavalt pakkuda;0.9986
tänavu hetkel;0.9986
inimeste Eks;0.9986
rannikul 12;0.9986
Scheffer ütles;0.9986
objekt valmis;0.9986
31 juulini;0.9986
viis aastat;0.9986
järjest Ka;0.9986
peaminister Putin;0.9986
Steiner hoiatas;0.9986
kolm üheksa;0.9986
30 protsendi;0.9985
kooli kulgev;0.9985
Salme kooli;0.9985
12 meetrit;0.9985
Ligi sõnul;0.9985
pühamu teatasid;0.9985
tekkinud näha;0.9985
raha kolme;0.9985
protsendilt 18;0.9985
Kas EFSF-ist;0.9985
näol 1000;0.9985
mõisteti 1946;0.9985
noori inimesi;0.9985
57 miljardit;0.9985
Euroopa keskpank;0.9985
võistelda USA;0.9985
paarimeetrise täpsusega;0.9985
neljapäevast 21;0.9985
nelja sadat;0.9985
2025 -ks;0.9984
topeltrõõm Küsimus;0.9984
toimumiskord 15;0.9984
võib-olla EFSF;0.9984
Jürgen Ligi;0.9984
suurune grupp;0.9984
teavad 11;0.9984
natuke Seitsmeteistmeetril;0.9984
katma 28;0.9984
võib-olla nii-öelda;0.9984
kaheksa meetrit;0.9984
näitama No;0.9984
18 koma;0.9984
25 -ks;0.9984
65 aastaste;0.9984
kirikus Viljandi;0.9984
peakorraldaja Ando;0.9984
elanikkond 2025;0.9984
ÜRO kaks;0.9984
Jaani kirikusse;0.9984
Siin eesti;0.9984
eesti traditsioonis;0.9984
21 -st;0.9983
No ilmselt;0.9983
Küsimus küsida;0.9983
nii-öelda fookusesse;0.9983
valmis Leader;0.9983
Brüsselis arutada;0.9983
mõisas laagripaika;0.9983
Adolf Hitleri;0.9983
Samuti tahaks;0.9983
laenu Ligi;0.9983
võimalik võimalik;0.9983
lendas 1941;0.9983
1941 aastal;0.9983
1000 300;0.9983
no lihtsalt;0.9983
laagri erakordselt;0.9983
kuju See;0.9983
väheneb Bulgaaria;0.9983
istuvad Brüsselis;0.9983
2000 üheksateistkümnendat;0.9983
Senegali tagurpidi;0.9983
ilm pärastlõunal;0.9983
kolm aastat;0.9983
ettevõtmised Nende;0.9983
eesti etno;0.9983
kohalikku elu;0.9983
300 aasta;0.9983
Läänemaa noorte;0.9983
aprilliks eesti;0.9983
inimeste hulk;0.9983
ennetavat laenu;0.9982
Euroopa Liit;0.9982
50 sentimeetri;0.9982
parimaks Taali;0.9982
hästi töötavad;0.9982
fondi maht;0.9982
Raekoja platsil;0.9982
esineb 28;0.9982
neljaliikmeline meeskond;0.9982
teatas täna;0.9982
tublimaid Kolme;0.9982
säilitama näitama;0.9982
pöördusid 13;0.9982
juulini Viljandimaal;0.9982
Üle 65;0.9982
neljale miljonile;0.9982
astunud Silver;0.9982
etnost üldse;0.9982
sealhulgas täna;0.9982
kuulutas ÜRO;0.9982
aastal Nürnbergi;0.9982
pikk aeg;0.9982
Kreeka tõenäolised;0.9982
aasta 25;0.9982
riigile jäävad;0.9982
Eestisse Saaremaal;0.9982
arvan lihtsalt;0.9982
jälgivad Siin;0.9982
neljandal märtsil;0.9982
tähtajaga Euroopa;0.9982
Viljandimaal Kõpu;0.9982
laagri võlu;0.9981
-st 31;0.9981
seitsme protsendi;0.9981
nii-öelda 10;0.9981
kosmoseagentuuri NASA;0.9981
Konsalmelt kahest;0.9981
uitmõte võib-olla;0.9981
Salme USA;0.9981
peaminister Vladimir;0.9981
17 inimest;0.9981
kaanetise jääb;0.9981
intressi jam;0.9981
eelneva eesti;0.9981
käis Ghanas;0.9981
tippkohtumisel ettepaneku;0.998
No näiteks;0.998
10-st 1000-st;0.998
last kulub;0.998
-ks aprilliks;0.998
Janek Salme;0.998
kaasa Laulan;0.998
pikk loetelu;0.998
Ta noori;0.998
Steineri sõnul;0.998
muinaslaevaneedi read;0.9979
EFSF ESM-i;0.9979
ost Täna;0.9978
esinejate valik;0.9978
nii-öelda tšembe;0.9978
ida- kagutuul;0.9977
aastane töö;0.9977
õpetamas tahaks;0.9976
