EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
colombia princhers;väiksem haigla;võimalus europarlament;reede seitsmeteistkümnes;summa programm;haigekassa nõukogupoolne;haigekassa nõukogupoolne;rääkima haigekassa;andma ülevaade
abhaasia lõuna;venemaa suurendama;õhtu tõenäoliselt;suurim haigla;reaalselt edenema;hinnakiri haigekassa;nõukogu lükkama;riigipea sõna;rahandusministeerium võib-olla
lõpp dekaat;euro imerohi;tugevus võimalus;usa filmitööstus;register suhtlema;leppima sotsiaalminister;november ministeerium;haigekassa hinnakiri;lääne-tallinn keskhaigla
nädal india;haigla probleem;samamoodi kuus;keskenduma skandinaavia;nädal register;muudatus haigla;hinnakiri muutmine;uudistetoimetus kokkuvõte;jätkama 25
riik baden-württembergi;taunima mai;kuu uudistetoimetus;toimuma muinsuskaitsekonverents;valimine programm;suurendama ravijuht;rahandusministeerium võib-olla;kokkuvõte reede;puhastaja jätkama
animafilm atmosfäär;tegelema suur;nädal registreerima;nato sõjaväeppus;andma patsient;jõudma kokkulepe;sotsiaalminister haigekassa;rääkima 10;probleem tegelikult
eesti usaldusväärsus;jääma liivakast;üksus suurenemine;muinsuskaitsekonverents avatud;olevam kuju;eelarve muudatus;nõukogu esimees;pressiesindaja sõna;rääkima ajalooline
vähem lärm;läänemeri strateegia;küsimus juuli;parim majanduspoliitika;konkreetne summa;esimees pevkur;haigekassa hinnakiri;haigekassa nõukogupoolne;puudutama ettevõtlus
operatsioon õde;võimalus europarlament;võib-olla sotsiaalministeerium;kuues regilaul;andma ülevaade;otsus muutma;avaldus esindaja;mai heakorrastustalg;võib-olla selge
haigekassa nõukogupoolne;edenema läänemeri;vahend tunduma;žanr tegelikult;esitama vastav;arutama raviteenus;kokkulepe eelarve;jätkama välisuudis;maa-amet viimane
