EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ohendsollern dünastia;tuss sajand;mõtlema saksamaa;berliin ilmselt;main how;aeg-ajalt saksa;aeg-ajalt saksa;berliinlane lääs;jääma võib-olla
algus ensolon;linn ehitis;1871 saksa;avastama hiigelkaarekujuline;loss palee;raadiosaade saksamaa;raadiosaade saksamaa;kõikjal berliin;luba lääne-berliin
vältima monumentalism;tänav dekoratiivne;aeg-ajalt saksa;kahekümnes ilmuma;inimene kodu;vaheldus kõlama;valgustusajastu saksamaa;lugu saksa;korruseline esimene
ärevil sabovsk;seisukoht berliin;saksa laager;sadanud pommirahe;how vaade;ükskord ammu;ida-saksa televisioon;berliin ehitama;teadma 10
tõusma kuudan;ohendsollern dünastia;muusika laager;võitma prantsus-maa;andma kindel;kasvama berliin;tuhat ida-saksa;aasta berliin;korruseline kemp
berliin friedrich;protestant saksamaa;lääne-saksamaa novembrikuu;viiekümnes tekkima;kurverst andma;ammu kahekümnes;põgenema saksamaa;brandenbur ajalooline;53 aasta
elusoon kurferstendam;berliin loomaaed;1900 viiekümnes;lääne-berliin viiekümnes;inimene unustama;unustama berliin;saksamaa 1931;kiire ida-berliin;aasta 1734
main how;euroop keskus;ajalooline piirkond;raamatukunstnik kord;andma tulevik;saksamaa 1931;lääne-saksa saatkond;raadiosaade saksamaa;lääne-saksa saatkond
marlene dietrich;määrderikas villa;oktoober 1929;sümbol kuudem;vältima monumentalism;1923 kõlama;maailm berliinlane;lääne-berliin viiekümnes;lääne-berliin ülesehitaja
lihterfele projekt;jääma vahest;ida-saksa televisioon;seisma iirimatult;andma jää;membraan por;saksamaa katastroof;põgenema saksamaa;berliin lääne-ja
