EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;Los;Merivoo-Parro;T-särki;;Eestisse;eesti;raadiol;Lääne-Euroopat
läbimurdesingel;Meisterjaanieilne;eurosson;vabaaiakest;case;Eestist;Eestisse;rahvusringhäälinguprodutsent;võib-olla
Merivoo-Parro;maagiat;eurosonicu;meisterjaanieilne;the;Eestis;Eestist;otse-eetris;tänavamuusikalid
Buckingeitsentiderildil;Kas;muusikavideo;konkurentsitult;artist;Eesti;Eestis;raadiotes;rääkides
Murrendamine;Äsyli;kontsert;kroonigeni;head;Madalmaades;üle-euroopaliselt;Kuulajatega;ongi
Dragons-i;liikmete;muusikaekspordi;muudofjedes;nooremad;Tallinnas;eurosoonikult;raadio;vaadata
Coca-Cola;piisavalt;Eurosonic;bändide;andmed;Hollandi;Eesti;muusikaekspordi;nii-öelda
võimalik;alternatiivrokkbändid;Erik;meeldib;after;eestlasest;eurosoonikuga;kuulajad;tõmbaksid
altersioonikul;toit;muusikalised;koogivormist;they;Rootsist;eurosaanikel;eurosoonikuga;varem
discol;Meie;esinejaid;meisterjaani;sound;üle-euroopaliselt;Lääne-Euroopat;Eestisse;ettevõtmine
käteplaksu;noortele;muusikatööstuse;kõrvalekallete;roll;Euroopa;Euroopa;Järgmisena;lihtsalt
alternatiivrokkbändid;Kui;muusikast;näitasime;integreeritud;festivalide;Tallinnas;kaasmuusikud;nelja-viite
ülikoolilinnas;Sa;muusikaga;meeldis;satud;raadiotes;eurosoonikul;otsesaadet;esine
